"School","City","Perioxi","Category","Subcategory","Organization","Facebook","Website","Logo","Address","TK","Phone","email","Courses","Place","Rensponsible","Description","Verified","mobile","type","toPublish","UID","id","about","page_token","link","description","checkins","category","website","UID","picture","cover","emails","phone","street","longitude","latitude","located_in"
"Redblossom Body & Mind","Αθήνα","Βριλήσσια","Κλειστού Χώρου","PILATES",,"https://www.facebook.com/RedblossomBodyMind","http://www.redblossom.gr/","95f09d_30423d0a7a3cfe8519b18921ec0c6cbbpng_srz_p_100_126_75_22_050_120_0.png","Α. Διάκου 12 & Μ. Αλεξάνδρου,Βριλήσσια,Τ.Κ. 15235","15235",,"info@redblossom.gr",,,,,,,,,"799","225045480952308","Redblossom Body & Mind // www.redblossom.gr // info@redblossom.gr ","RedblossomBodyMind","https://www.facebook.com/RedblossomBodyMind/","Redblossom Body & Mind // www.redblossom.gr // info@redblossom.gr ","234","Pilates Studio","http://www.redblossom.gr","799","https://scontent.xx.fbcdn.net/v/t1.0-1/c22.20.242.242/s50x50/579950_236539689802887_1302850760_n.jpg?oh=4ee1b78bc9f55fba37b18469dbb86f43&oe=5B45ACB6","https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/27657559_1427748870681957_2652106085589752260_n.jpg?oh=c4f497fa4b45048ca3d0666fa48eae45&oe=5B4192FE","info@redblossom.gr","2114029190","Athanasiou Diakou 12, Vrilissia","23.846533298492","38.04618159318",
"Replayce","Αθήνα",,"Κλειστού Χώρου","ΓΥΜΝΑΣΤΗΡΙΟ",,"https://www.facebook.com/ReplayceAlternativeEducationalSystem/timeline","http://www.replayce.com/","1513780_610255779105801_1982676056844512528_n.jpg","ΟΑΚΑ-ΣΤΙΒΟΣ",,,"info@replayce.com",,,,,,,,,"148","215037955294254","Η Μεθοδος Replayce προπονεί με θετικό τροπο όλα όσα είσαι! Σώμα,Νόηση,Συναίσθημα,Πνεύμα","ReplayceAlternativeEducationalSystem","https://www.facebook.com/ReplayceAlternativeEducationalSystem/","Το Replayce είναι ένα καινοτόμο παιδαγωγικό σύστημα αθλητισμoύ,διότι η μεθοδολογία του δίνει την δυνατότητα στο σώμα σου να απορροφήσει πληροφορίες και όγκο προπόνησης πολύ περισσότερες από κάθε άλλο τρόπο εκγύμνασης. Η μεθοδολογία του στηρίζεται στην ολόπλευρη ανάπτυξη και έχει θεαματικά απότελέσματα και φανατικό κοινό! Εφαρμόζεται σε παιδια 3-12 χρονών διδάσκοντας 12 Ολυμπιακά Αγωνίσματα,στη διάρκεια μιας σχολικής χρονιάς,σε θεωρία και πραξη, ανακαλύπτοντας τις κλίσεις και τα χαρίσματα ενός παιδιού. Εφαρμόζεται στους ενήλικες ως έναλλακτική εκγύμναση .Την μιάμιση ώρα που ασκούνται μέσα από τη μέθοδο Replayce, η αίσθηση τους είναι ότι παίζουν, ενώ στην πραγματικότητα παρακολουθούν ένα ολόπλευρο και ολοκληρωμένο πρόγραμμα προπόνησης. Εφαρμόζεται σε ομάδες ανθρώπων ή συνεργατών που θέλουν να καταναλώσουν από κοινού συναίσθημα. 'Αλλωστε ο Πλάτωνας έλεγε «Αυτά που θα ανακαλύψεις παίζοντας με ένα άνθρωπο ,δεν θα τα ανακαλύψεις μιλώντας μαζί του ένα χρόνο» Εφαρμόζεται σε γενέθλια πάρτυ,μιας και είναι ένας παραμυθένιος χώρος αθλητισμού και χαράς. Εκεί που η Ψυχαγωγία συναντά την Εκπαίδευση....λέγεται REPLAYCE Πληροφορίες Εγγραφές 210 2725101 Κλειστό Προπονητήριο Στίβου ΟΑΚΑ info@replayce.com","0","Sports & Fitness Instruction","http://www.replayce.com","148","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/27657455_1167905466674160_5730112942767267061_n.png?oh=9f82c6177f10b4b8ae0de31a6bbca808&oe=5B395B03","https://scontent.xx.fbcdn.net/v/t31.0-0/p180x540/16251961_942396055891770_2577675140051748976_o.jpg?oh=294504e9c3875ec89fb9ddee6606f4ee&oe=5B42BB0D","info@replayce.com","2102725101","Amarisias Artemidos, Marousi","23.788640499115","38.040993654982",
"Silvereight","Αθήνα","Κερατσίνι","Κλειστού Χώρου",,,"https://www.facebook.com/silvereightstudio?fref=ts","http://www.silvereight.gr/","10290631_858685237526228_4003108191826022834_n.jpg","Βασίλειου Μέλετη 5,Κερατσίνι,Τ.Κ: 18757","18757",,"info@silvereight.gr",,,,,,,,,"1142","856593934402025","Functional training, yoga, pilates, aerial dance επιπεδο αρχαρίων, ειδική προπόνηση αθλητών, ιμάντες, αποκατάσταση τραυματισμών, personal & group training.","silvereightstudio","https://www.facebook.com/silvereightstudio/",,"1245","Gym/Physical Fitness Center","http://www.silvereight.gr","1142","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/11426219_916217555106329_8808592818792523479_n.jpg?oh=61aa4610e95e7621201eb64fbe55e45a&oe=5B4CF38D","https://scontent.xx.fbcdn.net/v/t1.0-9/17796126_1376384439089636_7647887675238151265_n.jpg?oh=16d5a2ad1d0bef0f2df190d9b694d467&oe=5B4C519F","info@silvereight.gr","213 0251319 - 6944799665","Βασίλειου Μελέτη 5","23.6245403","37.9731102",
"Pyrsos Fight Team (ΑΓΣ ΚΟΡΩΠΙΟΥ ΕΛ. ΠΥΡΣΟΣ)","Αθήνα",,"Πολεμικές τέχνες","Grappling,MMA,Kickboxing",,"https://www.facebook.com/pyrsosfightteam/",,"http://www.fightsports.gr/wp-content/uploads/2017/06/pyrsos-fight-team-logo.jpg","26ο χλμ Αθηνών Λαυρίου,Κορωπί",,"2155 201 707","ellinikospyrsos@yahoo.gr",,,,,,"6977 564 539",,,"275","541895926150825","Α.Γ.Σ Κορωπίου Ελ.Πυρσός ΜΑΧΗΤΙΚΑ ΑΘΛΗΜΑΤΑ-KICK BOXING-GRAPPLING-MMA","pyrsosfightteam","https://www.facebook.com/pyrsosfightteam/",,"189","Sports Team",,"275","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/16508283_543365396003878_2724054600561104037_n.jpg?oh=3c1aece15f1dca2b891aaedc346c0216&oe=5B09AB7B","https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/16602301_543378722669212_1836821498512803795_o.jpg?oh=229c3c9da49ae8fb79123f9a2f8fe023&oe=5B01E7DE","ellinikospyrsos@yahoo.gr","2155201707","26ο χλμ λεοφωρος Αθηνών- Λαυρίου","23.8831284","37.8932151",
"Σ.ΦΙ.ΓΑ(σύλλογος φίλων γυμναστικής Αιγάλεω)","Αθήνα","Αιγάλεω","Αθλητισμός","ΡΥΘΜΙΚΗ - ΕΝΟΡΓΑΝΗ",,"https://www.facebook.com/RhytmicsGymnastics?fref=ts",,"223932_507302289284157_1160977415_n.jpg","Βάλτετσίου 3,Αιγάλεω,Τ.Κ: 12241","12241",,,,,,,,,,,"634","284796438201411","Rhythmic Gymnastics Σύλλογος Φίλων Γυμναστικής Αιγάλεω Τηλ. 6944999786","RhytmicsGymnastics","https://www.facebook.com/RhytmicsGymnastics/","ΜΗ ΚΕΡΔΟΣΚΟΠΙΚΟΣ ΑΘΛΗΤΙΚΟΣ ΚΑΙ ΠΟΛΙΤΙΣΤΙΚΟΣ ΣΥΛΛΟΓΟΣ NON PROFIT SPORTS AND CULTURAL ASSOCIATION","30","Sports & Recreation",,"634","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/27868129_1961593183855053_1298089274814854670_n.jpg?oh=4463e9e26844128c1cbe74f4806a90d2&oe=5B3B2AA7","https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/27022017_1935216206492751_3485099453026110413_o.jpg?oh=302886ce114d1974c261aedfc77b2256&oe=5B38D5DC","sfiga2010@gmail.com","6944999786","VALTETSIOU 11","23.6752491","37.9971352",
"Promachos Boxing Club","Αθήνα","Χαλάνδρι","Πολεμικές τέχνες",,,"https://www.facebook.com/promachosboxing/timeline",,"10440704_570597886382192_6089963277984118493_n.png","Κώστα Βάρναλη 27,Χαλάνδρι,Τ.Κ: 15233","15233",,"mountakis.p@gmail.com",,,,,,,,,"1767","426713284103987","Πυγμαχία - Kick boxing","promachosboxing","https://www.facebook.com/promachosboxing/","Πυγμαχία - Kick boxing (Διδάσκουμε την ΤΕΧΝΙΚΗ.. ΟΧΙ τη BIA)","554","Gym/Physical Fitness Center",,"1767","https://scontent.xx.fbcdn.net/v/t1.0-1/c9.0.50.50/p50x50/10440704_570597886382192_6089963277984118493_n.png?oh=3e92fb518bb2efe5fdd974caef066647&oe=5AFF7DED","https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15826290_1079077782200864_4752725564550052461_n.jpg?oh=ed001fff8bb571871e2cb1f73d0310e4&oe=5B4A9C99","info@promachos-boxing.gr","+30 6975 79 52 28","Κώστα Βάρναλη 27 Χαλάνδρι","23.79983","38.02661",
"Real Ryder Studio","Αθήνα","ΆγιοςΣτέφανος","Κλειστού Χώρου",,,"https://www.facebook.com/RealRyderStudio.Gr","http://www.realryderstudio.gr/","cropped-realryder-logo2.jpg","Ηρώων Πολυτεχνείου 13,Άγιος Στέφανος,Τ.Κ: 14565","14565",,,,,,,,,,,"595","276694425693339","Power Cycling Concept-Functional Concept-Total Body Concept -Cross Training Concept-Core Concept-Yoga Concept-Pilates Concept-Personal Training","RealRyderStudio.Gr","https://www.facebook.com/RealRyderStudio.Gr/","Indoor Cycling Functional Training Circuit Training Pilates Personal Training","626","Gym/Physical Fitness Center","http://www.realryderstudio.gr","595","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/13102727_1294575843905187_3277193636547434533_n.jpg?oh=b32c10d259f0df7ce4d3dc3e1e30701a&oe=5B02C47C","https://scontent.xx.fbcdn.net/v/t31.0-8/q88/s720x720/13041187_1294576527238452_4212983130466521938_o.jpg?oh=971f40c550221c35b1c4babd2f40d964&oe=5B00F349","info@realryderstudio.gr","2108142590","Λεωφόρος Ηρώων Πολυτεχνείου 13","23.85739059405","38.138280255137",
"Α.Σ Σπαρτιάτικη Ακαδημία (Psilopatis Camp)","Αθήνα",,"Πολεμικές τέχνες","Krav Maga,Muay Thai,MMA,Kickboxing",,"https://www.facebook.com/PsilopatisSpartansAcademy/",,"http://www.fightsports.gr/wp-content/uploads/2013/12/psilopatis-camp-logo.jpg","Κίμωνος 5,Νίκαια",,"2155 506 475","psilopatisgiorgos@gmail.com",,,,,,"6970 621 717",,,"352","294118784075153","Στον Α.Σ Σπαρτιάτική Ακαδημία PSILOPATIS camp διδάσκει Muay Thai ο Kru Ψιλοπάτης Γιώργος ενώ Υπάρχουν MUAY BORAN,KICK BOXING, KRAV MAGA.","PsilopatisSpartansAcademy","https://www.facebook.com/PsilopatisSpartansAcademy/","Ο Αθλητικός Σύλλογος Σπαρτιάτικη Ακαδημία είναι μέλος της Πανελλήνιας Ομοσπονδίας Kick Boxing στον κλάδο άθλησης Muay Thai. Kru ο Ψιλοπάτης Γιώργος με εμπειρία στο χώρο των πολεμικών τεχνών από το 1987 έχει σκοπό να προάγει τον σεβασμό και την πειθαρχία. Διδάσκουν την πιο απαιτητική πολεμική τέχνη στην αυθεντική της μορφή με τις συνεχείς εκπαιδεύσεις στην Ταϋλάνδη, Ολλανδία αλλά και στην Ελλάδα. Σε ένα camp με ένα ring που η προπόνηση είναι απαιτητική όχι μόνο για αυτούς που αγαπούν το Muay Thai αλλά και για αυτούς που θέλουν μια ολοκληρωμένη αερόβια άσκηση. σας περιμένουμε να γυμναστείτε μαζί μας. Η εμπειρία θα είναι μοναδική.Μετά Τιμής. ΒΡΕΙΤΕ ΜΑΣ : https://www.facebook.com/groups/329717527095807/ http://www.youtube.com/user/MuayThaiNikaias Ώρες λειτουργίας: Δευτέρα-Παρασκευή: 18:00-22:30 Σάββατο: 17:00-20:00 ΕΚΠΑΙΔΕΥΤΕΣ : Kru Γιώργος Ψιλοπάτης (Muay Thai) Τάσος Μπαρουτόπουλος (Muay Thai) Φραγκίσκος Νικολακάκος (Shidokan Karate Black belt 1st DAN) Πέτρος Χασάπης (Πυγμαχία) Παναγιώτης Συμεωνιδής (M.M.A)","0","Sports Team","http://www.psilopatis-camp.com","352","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/26814928_962844590535899_5138738193157572818_n.jpg?oh=8773432e44d1ca00cb3b0e1178a2cb63&oe=5B356C32","https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/22219914_908008549352837_7978581554371045587_o.jpg?oh=addbe37be0ac7f0d483eff8cea60eb43&oe=5B47FE7E","psilopatisgiorgos@gmail.com","2155506475","ΚΙΜΩΝΟΣ 1 ΚΑΙ ΑΧΙΛΕΩΣ, ΝΙΚΑΙΑ ΠΛΗΣΙΟΝ ΦΑΝΑΡΙΑ ΚΡΑΤΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΝΙΚΑΙΑΣ",,,
"Psilopatis Camp","Αθήνα","Νίκαια","Πολεμικές τέχνες",,,"https://www.facebook.com/PsilopatisSpartansAcademy?fref=ts","http://www.muaythaicamp.gr/","logo (7).jpg","Κίμωνος 1 & Αχιλλέως, Νίκαια, ΤΚ 18454","18454",,"spartiatiki_akadimia@hotmail.com",,,,,,,,,"1447","294118784075153","Στον Α.Σ Σπαρτιάτική Ακαδημία PSILOPATIS camp διδάσκει Muay Thai ο Kru Ψιλοπάτης Γιώργος ενώ Υπάρχουν MUAY BORAN,KICK BOXING, KRAV MAGA.","PsilopatisSpartansAcademy","https://www.facebook.com/PsilopatisSpartansAcademy/","Ο Αθλητικός Σύλλογος Σπαρτιάτικη Ακαδημία είναι μέλος της Πανελλήνιας Ομοσπονδίας Kick Boxing στον κλάδο άθλησης Muay Thai. Kru ο Ψιλοπάτης Γιώργος με εμπειρία στο χώρο των πολεμικών τεχνών από το 1987 έχει σκοπό να προάγει τον σεβασμό και την πειθαρχία. Διδάσκουν την πιο απαιτητική πολεμική τέχνη στην αυθεντική της μορφή με τις συνεχείς εκπαιδεύσεις στην Ταϋλάνδη, Ολλανδία αλλά και στην Ελλάδα. Σε ένα camp με ένα ring που η προπόνηση είναι απαιτητική όχι μόνο για αυτούς που αγαπούν το Muay Thai αλλά και για αυτούς που θέλουν μια ολοκληρωμένη αερόβια άσκηση. σας περιμένουμε να γυμναστείτε μαζί μας. Η εμπειρία θα είναι μοναδική.Μετά Τιμής. ΒΡΕΙΤΕ ΜΑΣ : https://www.facebook.com/groups/329717527095807/ http://www.youtube.com/user/MuayThaiNikaias Ώρες λειτουργίας: Δευτέρα-Παρασκευή: 18:00-22:30 Σάββατο: 17:00-20:00 ΕΚΠΑΙΔΕΥΤΕΣ : Kru Γιώργος Ψιλοπάτης (Muay Thai) Τάσος Μπαρουτόπουλος (Muay Thai) Φραγκίσκος Νικολακάκος (Shidokan Karate Black belt 1st DAN) Πέτρος Χασάπης (Πυγμαχία) Παναγιώτης Συμεωνιδής (M.M.A)","0","Sports Team","http://www.psilopatis-camp.com","1447","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/26814928_962844590535899_5138738193157572818_n.jpg?oh=8773432e44d1ca00cb3b0e1178a2cb63&oe=5B356C32","https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/22219914_908008549352837_7978581554371045587_o.jpg?oh=addbe37be0ac7f0d483eff8cea60eb43&oe=5B47FE7E","psilopatisgiorgos@gmail.com","2155506475","ΚΙΜΩΝΟΣ 1 ΚΑΙ ΑΧΙΛΕΩΣ, ΝΙΚΑΙΑ ΠΛΗΣΙΟΝ ΦΑΝΑΡΙΑ ΚΡΑΤΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΝΙΚΑΙΑΣ",,,
"Planet Blue Diving Center","Αθήνα","Λαύριο","ΚΑΤΑΔΥΤΙΚΑ ΚΕΝΤΡΑ",,,"https://www.facebook.com/planetbluedivingcenter?fref=ts","http://www.planetblue.gr/content/index.php?option=com_content&view=frontpage&Itemid=57","logo (23).png","Πέρδικας 1,Λαύριο,Τ.Κ: 19500","19500",,"info@planetblue.gr",,,,,,,,,"1229","167111646664704","Descend with us into Homer’s fabled wine dark sea. Our dive center offers daily guided scuba-diving boat excursions to over 50 different dive sites.","planetbluedivingcenter","https://www.facebook.com/planetbluedivingcenter/","Deutsch folgt unten Το κέντρο μας, είναι παροχέας καταδυτικών υπηρεσιών αναγνωρισμένος από το ΥΕΝ (# αδ. 143 ), με αντικείμενο την Εκπαίδευση Αυτοδυτών όλων των βαθμίδων, την Οργανωμένη – Καθοδηγούμενη Κατάδυση και την Εκμίσθωση Καταδυτικού Εξοπλισμού. Επιπλέον, το κέντρο καταδύσεων Planet Blue είναι πιστοποιημένο από τον Γαλλικό Νηογνώμονα Bureau Veritas, σύμφωνα με τα ευρωπαϊκά πρότυπα ΕΝ 14467. Παρέχουμε κάθε είδους υπηρεσία στους τομείς της Aυτόνομης Kατάδυσης Aναψυχής και του Technical Diving, σε συνεργασία με τους οργανισμούς καταδύσεων SSI, PADI. Τα μαθήματα διεξάγονται σε τμήματα που αποτελούνται από ένα έως και έξι άτομα ανά εκπαιδευτή, στην ελληνική ή την αγγλική γλώσσα. Το πεδίο καταδύσεων του καταδυτικού μας κέντρου περιλαμβάνει τους ύφαλους και τα ναυάγια της Μακρονήσου, του Σουνίου και των γύρω νησιών. Για τους εκπαιδευμένους αυτοδύτες οργανώνονται καθημερινώς εξορμήσεις και σε πιο μακρινούς καταδυτικούς προορισμούς, με γνώμονα το ανεξάντλητο προσωπικό αρχείο του Κώστα Θωκταρίδη. ------------------- Die Tauchbasis Planet Blue wurde von Kostas Thoctarides gegründet und bietet Ausbildung für alle Tauchstufen, begleitete Tauchausflüge und die Vermietung von Tauchequipment an. Die Tauchbasis ist ein von den griechischen Behörden (Lizenznummer 143) und dem Bureau Veritas zertifizierter Dienstleister (nach dem europäischen Standard EN 14467) für Tauchservices und Aktivitäten. Angefangen von den Stufen Try Scuba und Open Water Diver bis hin zum fortgeschrittenen Bereich des technischen Tauchens mit Mischgasen, bietet es in Verbindung mit den Tauchverbänden SSI und PADI Tauchausbildung und –kurse an. Unsere Tauchplätze sind die Riffe und Wracks rund um die Insel Makronisos, dem Cap Sounio und den umliegenden kleinen Inseln.","1918","Scuba Diving Center","www.planetblue.gr","1229","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/163338_515781311797734_1406452877_n.jpg?oh=8486235fc4b954df3b6e63185a470499&oe=5B032F5E","https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/887590_905477092828152_4032241604498341905_o.jpg?oh=b65eec1cd9858ba1502f88ec814715fa&oe=5B4D5B20","info@planetblue.gr (für de: deutsch@planetblue.gr)","+30 697 2992 444","Perdikas, Lavreotoki, Griechenland","24.054543547821","37.704660398919",
