School,City,Perioxi,Category,Subcategory,Organization,Facebook,Website,Logo,Address,TK,Phone,email,Courses,Place,Rensponsible,Description,Verified,map block field,έτος ίδρυσης,data origin,mobile,Eidos,To publish
Α.Σ. ΤΑΕΚΒΟΝΤΟ ΗΡΑΚΛΕΙΟΥ,ΗράκλειοΚρήτης,,Πολεμικές τέχνες,,,www.facebook.com/iraklio.brazilianjiujitsu?ref=br_rs,www.fci.gr,https://www.polemikes-tehnes.gr/pics/logos/b/14.jpg,,,, tasoslouf@hotmail.com,,,,,,,,polemikes-texnes.gr,,,
Α.Σ. ΤΑΕΚΒΟΝΤΟ ΔΥΝΑΜΗ ΜΑΡΚΟΠΟΥΛΟΥ,Αθήνα,Μαρκόπουλο,Πολεμικές τέχνες,,,www.facebook.com/ilias.kolovos.10,www.dunamimarkopoulou.com/,https://www.polemikes-tehnes.gr/pics/logos/b/201799153916661.jpg,,,, tkd_kolobos1970@yahoo.gr,,,,,,,,polemikes-texnes.gr,,,
A.Σ. ΑΤΡΑΠΟΣ- ΥUDOKAN DOJO,Θεσσαλονίκη,Βυζάντιο,Πολεμικές τέχνες,,,www.facebook.com/groups/yudokan/,www.atrapos.gr ,https://www.polemikes-tehnes.gr/pics/logos/b/2016320145454543.jpg,,,, info@atrapos.gr ,,,,,,,,polemikes-texnes.gr,,,
MARTIAL ARTS CLUB – ΝΕΟ ΗΡΑΚΛΕΙΟ,Αθήνα,Νέο Ηράκλειο,Πολεμικές τέχνες,,,www.facebook.com/groups/systema.athens/?fref=ts,www.martialartsclub.gr,https://www.polemikes-tehnes.gr/pics/logos/b/2015814141453404.jpg,,,, hrakleio.dojo@gmail.com,,,,,,,,polemikes-texnes.gr,,,
WING CHUN-SELF DEFENSE ΘΕΣΣΑΛΟΝΙΚΗ,Θεσσαλονίκη,Κ.Τούμπα,Πολεμικές τέχνες,,,www.facebook.com/groups/1061610760579916/,www.wingchun-gungfu.eu/,https://www.polemikes-tehnes.gr/pics/logos/b/2015821113354379.jpg,,,, george@wingchun-gungfu.eu,,,,,,,,polemikes-texnes.gr,,,
ΣΥΛΛΟΓΟΣ ΑΣΙΑΤΙΚΩΝ ΠΟΛΕΜΙΚΩΝ ΤΕΧΝΩΝ,Βέροια,,Πολεμικές τέχνες,,,www.facebook.com/groups/489193994459139/,wushuimathias.wordpress.com/,https://www.polemikes-tehnes.gr/pics/logos/b/2016830121937470.jpg,,,, ,,,,,,,,polemikes-texnes.gr,,,
ΑΚΑΔΗΜΙΑ ΜΑΧΗΤΙΚΩΝ ΤΕΧΝΩΝ ΙΧΩΡ,Βόλος,,Πολεμικές τέχνες,,,www.facebook.com/groups/331439860229948/photos/#!/groups/331439860229948/,www.okikukai.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/2013128181245257.jpg,,,," info@okikukai.gr, migrigoris@yahoo.gr",,,,,,,,polemikes-texnes.gr,,,
EAST FIGHTERS,Αθήνα,ΆγιοςΝικόλαος,Πολεμικές τέχνες,,,www.facebook.com/groups/323384994669507/,,https://www.polemikes-tehnes.gr/pics/logos/b/20178614133122.jpg,,,, Mixalis151@gmail.com ,,,,,,,,polemikes-texnes.gr,,,
A.Σ ΙΑΠΕΤΟΣ ΧΑΝΙΩΝ,Χανιά,,Πολεμικές τέχνες,,,www.facebook.com/groups/137891819557495/?fref=ts,,https://www.polemikes-tehnes.gr/pics/logos/b/201792594841377.jpg,,,, iapetoschania@gmail.com,,,,,,,,polemikes-texnes.gr,,,
Α.Σ. ΤΑΕΚΒΟΝΤΟ ΚΕΦΑΛΟΝΙΑΣ,Αργοστόλι,,Πολεμικές τέχνες,,,www.facebook.com/groups/137140946349959/?fref=ts,,https://www.polemikes-tehnes.gr/pics/logos/b/20159179393140.jpg,,,, ,,,,,,,,polemikes-texnes.gr,,,
Τάι Τσι Τσουάν - Ελευθερία Καζαντζή,Αθήνα,Θησείο,Πολεμικές τέχνες,,,www.facebook.com/groups/117351351637465/,eleftheriakazantzi.blogspot.gr/p/blog-page_24.html,https://www.polemikes-tehnes.gr/pics/logos/b/2015931214918600.jpg,,,, libertad.gr@gmail.com,,,,,,,,polemikes-texnes.gr,,,
ΑΘΛΗΤΙΚΟΣ ΟΜΙΛΟΣ ΆΘΛΗΣΗ ΚΑΙ ΖΩΗ,Αθήνα,Περιστέρι,Πολεμικές τέχνες,,,www.facebook.com/groups/109330209089878/?hc_location=stream,,https://www.polemikes-tehnes.gr/pics/logos/b/201343183137115.jpg,,,, fitnes.life@yahoo.gr,,,,,,,,polemikes-texnes.gr,,,
ΣΑΤΟΡΙ-ΣΟΤΟΚΑΝ ΚΑΡΑΤΕ ΝΤΟ,Ηράκλειο,,Πολεμικές τέχνες,,,www.facebook.com/groups/365458079743/?fref=ts,www.satori-shotokan.gr,https://www.polemikes-tehnes.gr/pics/logos/b/7.jpg,,,, info@satori-shotokan.gr,,,,,,,,polemikes-texnes.gr,,,
Α.Σ ΑΤΡΑΠΟΣ,Αθήνα,ΝέοςΚόσμος,Πολεμικές τέχνες,,,www.facebook.com/groups/32589972097/,www.kungfu-atrapos.gr/index.php,https://www.polemikes-tehnes.gr/pics/logos/b/2013414222445523.jpg,,,, info@kungfu-atrapos.gr,,,,,,,,polemikes-texnes.gr,,,
ΑΚΑΔΗΜΙΑ GREEK MARTIAL ARTS,Κέρκυρα,,Πολεμικές τέχνες,,,www.facebook.com/GreekMartialArts,www.greek-martial-arts.gr,https://www.polemikes-tehnes.gr/pics/logos/b/2013815131056845.jpg,,,, greekmartialarts@gmail.com,,,,,,,,polemikes-texnes.gr,,,
"Gracie Barra Crete,Greece",Χανιά,,Πολεμικές τέχνες,,,www.facebook.com/Gracie-Barra-Crete-Greece-128791017208331/,www.brazilianjiujitsuchania.gr,https://www.polemikes-tehnes.gr/pics/logos/b/2013720123914493.jpg,,,, ,,,,,,,,polemikes-texnes.gr,,,
Γ.Σ.ΗΡΑΚΛΗΣ ΑΓΡΙΝΙΟΥ,Αγρίνιο,,Πολεμικές τέχνες,,,www.facebook.com/givrgos.kapsimalhs,,https://www.polemikes-tehnes.gr/pics/logos/b/201514102148922.jpg,,,, kapsimalis@yahoo.gr,,,,,,,,polemikes-texnes.gr,,,
PSILOPATIS MUAY THAI CAMP - Α.Σ. ΣΠΑΡΤΙΑΤΙΚΗ ΑΚΑΔΗΜΙΑ,Αθήνα,Νίκαια,Πολεμικές τέχνες,,,www.facebook.com/giorgos.psilopatis,psilopatis-camp.business.site,https://www.polemikes-tehnes.gr/pics/logos/b/201711132242625.jpg,,,, psilopatisgiorgos@gmail.com,,,,,,,,polemikes-texnes.gr,,,
Α.Ο.ΚΑΡΑΤΕ ΠΡΑΞΑΝΔΡΟΣ,Αθήνα,Κυψέλη,Πολεμικές τέχνες,,,www.facebook.com/fudokankarateshotokanhellas.karate,fudokan-karate.lostattic.com,https://www.polemikes-tehnes.gr/pics/logos/b/56.jpg,,,, praxadros@yahoo.com,,,,,,,,polemikes-texnes.gr,,,
Α.Π.Σ. ΦΙΛΟΝΙΚΟΣ,Χαλκίδα,,Πολεμικές τέχνες,,,www.facebook.com/fourlisapostolos,www.filonikos.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/2017829102137154.jpg,,,, info@filonikos.gr,,,,,,,,polemikes-texnes.gr,,,
FLOW TAIJI CENTER,Αθήνα,Αργυρούπολη,Πολεμικές τέχνες,,,www.facebook.com/flowtaiji/?pnref=lhc,flowtaiji.wix.com/flowtaiji,https://www.polemikes-tehnes.gr/pics/logos/b/201635151046538.jpg,,,, info@flowtaiji.gr,,,,,,,,polemikes-texnes.gr,,,
Α.Σ. ΕΛΕΥΣΙΝΑΣ ΑΡΕΝΑ,Αθήνα,Ελευσίνα,Πολεμικές τέχνες,,,www.facebook.com/elefsinas.arena/timeline,,https://www.polemikes-tehnes.gr/pics/logos/b/201592125935747.jpg,,,, naplyg@gmail.com,,,,,,,,polemikes-texnes.gr,,,
EBMAS WING TZUN ΘΕΣΣΑΛΟΝΙΚΗ,Θεσσαλονίκη,Κ.Τούμπα,Πολεμικές τέχνες,,,www.facebook.com/ebmasthessaloniki/,www.ebmas-thess.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/2017214185711933.jpg,,,, ,,,,,,,,polemikes-texnes.gr,,,
Α.Γ.Σ. ΔIAΓΟΡΑΣ ΕΥΒΟΙΑΣ,Ιστιαία,,Πολεμικές τέχνες,,,www.facebook.com/dimou.vaggelis,,https://www.polemikes-tehnes.gr/pics/logos/b/20132112222224.jpg,,,, edimou@otenet.gr,,,,,,,,polemikes-texnes.gr,,,
CRETE KRAV MAGA FEDERATION,Κρήτη,,Πολεμικές τέχνες,,,www.facebook.com/CreteKravMagaFederation,www.kravmagacrete.gr/gr,https://www.polemikes-tehnes.gr/pics/logos/b/2016828144452213.JPG,,,, manolis.kalonakis@gmail.com,,,,,,,,polemikes-texnes.gr,,,
WING CHUN KUNG FU ΘΕΣΣΑΛΟΝΙΚΗ CHRIS VAFEIADIS,Θεσσαλονίκη,,Πολεμικές τέχνες,,,www.facebook.com/chris.vafiadis,vafeiadiswingchun.wordpress.com/,https://www.polemikes-tehnes.gr/pics/logos/b/2017811144134335.JPG,,,, vafiadis63hotmail.com,,,,,,,,polemikes-texnes.gr,,,
BUJINKAN BANBUTSU RUTEN DOJO HELLAS,Αθήνα,,Πολεμικές τέχνες,,,www.facebook.com/bujinkanhellas ,www.bujinkanhellas.com/,https://www.polemikes-tehnes.gr/pics/logos/b/2017728145443406.jpg,,,," bujinkandojohellas@gmail.com , info@bujinkanhellas.com ",,,,,,,,polemikes-texnes.gr,,,
BUJINKAN NICHIGETSU DOJO,Αθήνα,ΑνωΤούμπα,Πολεμικές τέχνες,,,www.facebook.com/Bujinkan.Nichigetsu.Dojo/?ref=br_rs,www.budotaijutsu.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/201808132313770.jpg,,,, kapselidakis@budotaijutsu.gr ,,,,,,,,polemikes-texnes.gr,,,
BUDO LIFE,Αθήνα,Γέρακας,Πολεμικές τέχνες,,,www.facebook.com/budolifegerakas/,www.budolife.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/201772821917455.jpg,,,, info@budolife.gr,,,,,,,,polemikes-texnes.gr,,,
BUDOKAN DOJO ΚΑΤΕΡΙΝΗΣ,Κατερίνη,,Πολεμικές τέχνες,,,www.facebook.com/Budokan,www.shotokai.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/20131028155811489.jpg,,,, info@egamiryu.com,,,,,,,,polemikes-texnes.gr,,,
Α.Σ. ΒΟΡΕΙΟΣ ΑΕΤΟΣ,Αθήνα,,Πολεμικές τέχνες,,,www.facebook.com/BoreiosAetos,www.kungfugreece.blogspot.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/201331152049829.jpg,,,, gdivanity@gmail.com ,,,,,,,,polemikes-texnes.gr,,,
ΑΤΤΙΚΗ ΔΥΝΑΜΗ ΣΕΠΟΛΙΩΝ,Αθήνα,Σεπόλια,Πολεμικές τέχνες,,,www.facebook.com/Attiki.Dinami/,,https://www.polemikes-tehnes.gr/pics/logos/b/201786104623717.JPG,,,, k.malandraki@gmail.com,,,,,,,,polemikes-texnes.gr,,,
Α.Σ. Η ΑΤΡΑΠΟΣ - ΑΓ. ΙΩΑΝΝΗ ΡΕΝΤΗ,Αθήνα,Αγ.ΙωάννηςΡέντη,Πολεμικές τέχνες,,,www.facebook.com/atraposmartialartscenter?pnref=story,www.atraposmartialarts.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/20159129182141.jpg,,,, atrapos7chris@yahoo.com,,,,,,,,polemikes-texnes.gr,,,
Α.Σ. ΑΤΡΑΠΟΣ XAΛΑΝΔΡΙΟΥ,Αθήνα,Χαλάνδρι,Πολεμικές τέχνες,,,www.facebook.com/atraposhellas?fref=ts,www.atraposhellas.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/55.jpg,,,, webmaster@atraposhellas.gr,,,,,,,,polemikes-texnes.gr,,,
Α.Σ ΠΟΛΕΜΙΚΩΝ ΤΕΧΝΩΝ ΠΡΩΤΑΘΛΗΤΕΣ,Αθήνα,ΝέοςΚόσμος,Πολεμικές τέχνες,,,www.facebook.com/asProtathlitesLagosTeam,,https://www.polemikes-tehnes.gr/pics/logos/b/2015830154045722.jpg,,,, lagosbill@windowslive.com,,,,,,,,polemikes-texnes.gr,,,
Α.Σ. ΤΑΕΚΒΟΝΤΟ ΧΡΥΣΟΥΠΟΛΗΣ,Χρυσούπολη,,Πολεμικές τέχνες,,,www.facebook.com/AS-TAEKWONDO-CHRISOUPOLIS-111783680830/,taekwondo-theodorou.blogspot.gr,https://www.polemikes-tehnes.gr/pics/logos/b/2017917213847353.jpg,,,, astkdchrisoupolis@yahoo.gr,,,,,,,,polemikes-texnes.gr,,,
Α.Ο ΙΛΙΟΥ JUDO CLUB,Αθήνα,Ίλιον,Πολεμικές τέχνες,,,www.facebook.com/AoiliouJudoClub/,,https://www.polemikes-tehnes.gr/pics/logos/b/20181291525671.jpg,,,, n.antoniou61@gmail.com,,,,,,,,polemikes-texnes.gr,,,
Α.Σ. ΑΛΚΙΜΑΧΟΣ ΖΑΚΥΝΘΟΥ,Ζάκυνθος,,Πολεμικές τέχνες,,,www.facebook.com/alkimachos.gr,alkimachos.gr/el/taekwondo-zakynthos-hapkido,https://www.polemikes-tehnes.gr/pics/logos/b/2017924191059521.jpg,,,, info@alkimachos.gr,,,,,,,,polemikes-texnes.gr,,,
Α.Σ ΑΙΟΛΟΣ(ΤΑΕΚWONDO) ΧΑΪΔΑΡΙΟΥ,Αθήνα,Χαϊδάρι,Πολεμικές τέχνες,,,www.facebook.com/aiolos.taekwondo,tkdaiolos.blogspot.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/2014022111739953.jpg,,,, taekwondoaiolos@gmail.com,,,,,,,,polemikes-texnes.gr,,,
Ελληνικός Σύνδεσμος Ιαπωνικών Πολεμικών Τεχνών,Έβρος,,Πολεμικές τέχνες,,,www.facebook.com/aikijujutsu.hekoba?ref=ts&fref=ts,www.hekoba.org,https://www.polemikes-tehnes.gr/pics/logos/b/73.jpg,,,, hekoba@gmail.com,,,,,,,,polemikes-texnes.gr,,,
INOCHIKAN DOJO ΛIBAΔEIAΣ,Λιβαδειά,,Πολεμικές τέχνες,,,www.facebook.com/aikidolevadia/,www.dojo.inochikan.com,https://www.polemikes-tehnes.gr/pics/logos/b/20168814274922.jpg,,,, iaklytr@gmail.com,,,,,,,,polemikes-texnes.gr,,,
ΑΚΑΔΗΜΙΑ AIKIDO KOBAYASHI HIROKAZU RYU,Αθήνα,Γέρακας,Πολεμικές τέχνες,,,www.facebook.com/AikidoKobayashiRyuHellas/,,https://www.polemikes-tehnes.gr/pics/logos/b/2017109184146323.png,,,, aikido.kobayashi.hellas@gmail.com,,,,,,,,polemikes-texnes.gr,,,
KENWAKAI AIKIDO DOJO,Αθήνα,ΝέοΗράκλειο,Πολεμικές τέχνες,,,www.facebook.com/aikidokenwakai,www.aikidokenwakai.gr,https://www.polemikes-tehnes.gr/pics/logos/b/2018025233355687.jpg,,,, di.nikolopoulos@gmail.com,,,,,,,,polemikes-texnes.gr,,,
AIKIDO DOJO ΗΡΑΚΛΕΙΟΥ,Ηράκλειο,Θέρισσος,Πολεμικές τέχνες,,,www.facebook.com/aikidoheraklion,www.aikido-heraklion.gr,https://www.polemikes-tehnes.gr/pics/logos/b/1.jpg,,,, info@aikido-heraklion.gr,,,,,,,,polemikes-texnes.gr,,,
AIKIDO ΑΘΗΝΩΝ,Αθήνα,,Πολεμικές τέχνες,,,www.facebook.com/AikidoAthensGreece/,www.aikidoathens.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/2013118114158961.jpg,,,, info@aikidoathens.gr,,,,,,,,polemikes-texnes.gr,,,
AIKIDO KODOKAN ΛΥΚΟΒΡΥΣΗ,Αθήνα,Λυκόβρυση,Πολεμικές τέχνες,,,www.facebook.com/aikidoarts.gr,www.aikidoarts.gr,https://www.polemikes-tehnes.gr/pics/logos/b/2015829102914389.jpg,,,, haakodokan@hotmail.com ,,,,,,,,polemikes-texnes.gr,,,
Aikido Academy-Βασίλης Νυκτερής,,,Πολεμικές τέχνες,,,www.facebook.com/aikidoacademy.gr,www.aikidoacademy.gr,https://www.polemikes-tehnes.gr/pics/logos/b/201291815155226.jpg,,,, info@aikidoacademy.gr,,,,,,,,polemikes-texnes.gr,,,
ΠΕΙΡΑΪΚΟΣ ΣΥΛΛΟΓΟΣ AIKIDO‏,,,Πολεμικές τέχνες,,,www.facebook.com/aikido.piraeus?viewer_id=1386950119,,https://www.polemikes-tehnes.gr/pics/logos/b/201726111627150.jpg,,,, aikidokoushikan@gmail.com,,,,,,,,polemikes-texnes.gr,,,
TENGUIKE AIKIDO DOJO ΙΩΑΝΝΙΝΑ,Ιωάννινα,,Πολεμικές τέχνες,,,www.facebook.com/aikido.ioanninadojo,tenguikeaikido.blogspot.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/2013826112943671.jpg,,,, ,,,,,,,,polemikes-texnes.gr,,,
Α.Γ.Σ. ΤΑΕΚΒΟΝΤΟ ΚΕΡΑΤΣΙΝΙΟΥ,Αθήνα,Κερατσίνι,Πολεμικές τέχνες,,,www.facebook.com/ags.keratsiniou?lst=1386950119%3A100000787778707%3A1507531761,www.taekwondo-keratsini.gr,https://www.polemikes-tehnes.gr/pics/logos/b/2017999588730.jpg,,,, pstkd@hotmail.com,,,,,,,,polemikes-texnes.gr,,,
AES ICARUS - BUJIKAN DOJO THRACE,Κομοτηνή,,Πολεμικές τέχνες,,,www.facebook.com/AES-Icaros-Martial-Arts-Academy-168319626561967/,,https://www.polemikes-tehnes.gr/pics/logos/b/20171113204035977.jpeg,,,, ,,,,,,,,polemikes-texnes.gr,,,
Α.Σ. ΘΕΣΣΑΛΟΣ,Τρίκαλα,,Πολεμικές τέχνες,,,www.facebook.com/a.s.thessalos/,,https://www.polemikes-tehnes.gr/pics/logos/b/201782911503638.jpg,,,, karavinos@gmail.com,,,,,,,,polemikes-texnes.gr,,,
Α.Ο. SPARTACUS - ΝEA ΠΟΛΙΤΕΙΑ,Αθήνα,Ν.Πολιτεία,Πολεμικές τέχνες,,,www.facebook.com/A.O.Spartacusneapolitia/,,https://www.polemikes-tehnes.gr/pics/logos/b/2017931204520498.jpg,,,, spartakusneapolitia@gmail.com,,,,,,,,polemikes-texnes.gr,,,
9 DOJO,Θεσσαλονίκη,,Πολεμικές τέχνες,,,www.facebook.com/9dojo/,,https://www.polemikes-tehnes.gr/pics/logos/b/20178413119444.jpg,,,, hiningen@yahoo.com,,,,,,,,polemikes-texnes.gr,,,
4el,Αθήνα,Κουκάκι,Πολεμικές τέχνες,,,www.facebook.com/4el.gr,4el.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/201683123051634.jpg,,,, info@4el.gr,,,,,,,,polemikes-texnes.gr,,,
ΕΥΡΥΤΟΣ KICKBOXING-STREET FIGHTING,Αθήνα,Θυμαρακια,Πολεμικές τέχνες,,,www.facebook.com/%CE%95%CE%A3%CE%A9%CE%A0%CE%91-%CE%95%CF%85%CF%81%CF%85%CF%84%CE%BF%CF%82-kick-boxing-1717194748560239/,,https://www.polemikes-tehnes.gr/pics/logos/b/2017912194834109.jpg,,,, dionkanas@gmail.com,,,,,,,,polemikes-texnes.gr,,,
ΔΙΑΣ-BUDO ACADEMY A.PARASIDIS,Κομοτηνή,,Πολεμικές τέχνες,,,www.facebook.com/%CE%94%CE%B9%CE%B1%CF%82-Budo-Academy-AParasidis-475022242651545/?timeline_context_item_type=intro_card_work&timeline_context_item_source=100005721582481&pnref=lhc,,https://www.polemikes-tehnes.gr/pics/logos/b/2014118114631525.jpg,,,, parasidisalex@gmail.com,,,,,,,,polemikes-texnes.gr,,,
ΑΚΑΔΗΜΙΑ ΠΟΛΕΜΙΚΩΝ ΤΕΧΝΩΝ ΑΥΤΟΠΡΟΣΤΑΣΙΑΣ-ΑΥΤΟΑΜΥΝΑΣ ΠΕΡΙΣΤΕΡΙΟΥ,Αθήνα,Περιστέρι,Πολεμικές τέχνες,,,www.facebook.com/%CE%91%CE%BA%CE%B1%CE%B4%CE%B7%CE%BC%CE%AF%CE%B1-%CE%A0%CE%BF%CE%BB%CE%B5%CE%BC%CE%B9%CE%BA%CF%8E%CE%BD-%CE%A4%CE%B5%CF%87%CE%BD%CF%8E%CE%BD-%CE%91%CF%85%CF%84%CE%BF%CF%80%CF%81%CE%BF%CF%83%CF%84%CE%B1%CF%83%CE%AF%CE%B1%CF%82-%CE%,,https://www.polemikes-tehnes.gr/pics/logos/b/2018030155910815.jpg,,,, koeikankarategreece@yahoo.com,,,,,,,,polemikes-texnes.gr,,,
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΦΩΚΕΑΣ,Αθήνα,ΠλατείαΠαναγούλη(ΆνωΚαλαμάκι),Πολεμικές τέχνες,,,www.facebook.com/%CE%91%CE%B8%CE%BB%CE%B7%CF%84%CE%B9%CE%BA%CF%8C%CF%82-%CE%A3%CF%8D%CE%BB%CE%BB%CE%BF%CE%B3%CE%BF%CF%82-%CE%A6%CF%89%CE%BA%CE%AD%CE%B1%CF%82-742095895812269/,www.fokeas.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/20178212241431.jpg,,,, info@fokeas.gr,,,,,,,,polemikes-texnes.gr,,,
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΑΝΑΤΑΣΙΣ,Αθήνα,AγιοιΑνάργυροι,Πολεμικές τέχνες,,,www.facebook.com/%CE%91%CE%B8%CE%BB%CE%B7%CF%84%CE%B9%CE%BA%CF%8C%CF%82-%CE%A3%CF%8D%CE%BB%CE%BB%CE%BF%CE%B3%CE%BF%CF%82-%CE%91%CE%BD%CE%AC%CF%84%CE%B1%CF%83%CE%B9%CF%82-283221601791638/,,https://www.polemikes-tehnes.gr/pics/logos/b/2017812133422302.jpg,,,, ptmantas@yahoo.gr,,,,,,,,polemikes-texnes.gr,,,
Α.Σ. ΡΟΔΟΥ SHOTOKAN KARATE DO,Αθήνα,Ανάληψη,Πολεμικές τέχνες,,,www.facebook.com/%CE%91%CE%A3-%CE%A1%CE%9F%CE%94%CE%9F%CE%A5-SHOTOKAN-KARATE-567364899950173/,karatenet.gr,https://www.polemikes-tehnes.gr/pics/logos/b/201799142013611.png,,,, info@karatenet.gr,,,,,,,,polemikes-texnes.gr,,,
TAEKWON-DO ΕΥΚΛΕΑΣ ΛΕΥΚΑΔΑΣ,,,Πολεμικές τέχνες,,,www.facebook.com/%CE%91%CE%93%CE%91-Taekwon-Do-%CE%95%CF%85%CE%BA%CE%BB%CE%AD%CE%B1%CF%82-%CE%9B%CE%B5%CF%85%CE%BA%CE%AC%CE%B4%CE%B1%CF%82-303575093155738/timeline/,,https://www.polemikes-tehnes.gr/pics/logos/b/2015822114924338.jpg,,,, stkavitf@hotmail.com,,,,,,,,polemikes-texnes.gr,,,
ΚΑΛΛΕΡΓΕΙΟΣ Α.Ο.,,,Πολεμικές τέχνες,,,www.facebook.com/%CE%9A%CE%B1%CE%BB%CE%BB%CE%AD%CF%81%CE%B3%CE%B5%CE%B9%CE%BF%CF%82-%CE%91%CE%9F-127304440662983/,,https://www.polemikes-tehnes.gr/pics/logos/b/201591793146974.jpg,,,, ,,,,,,,,polemikes-texnes.gr,,,
SHOTOKAN KARATE BOKAS,Ηράκλειο,,Πολεμικές τέχνες,,,www.facebook.com/%CE%9A%CE%AD%CE%BD%CF%84%CF%81%CE%BF-%CE%86%CE%B8%CE%BB%CE%B7%CF%83%CE%B7%CF%82-%CE%97%CF%81%CE%B1%CE%BA%CE%BB%CE%B5%CE%AF%CE%BF%CF%85-%CE%91%CE%B8%CE%BB%CF%8C%CE%B4%CF%81%CE%B1%CF%83%CE%B7-Athlodrasi-529994837068792/?pnref=story,www.karatebokas.com/,https://www.polemikes-tehnes.gr/pics/logos/b/20154713291219.jpg,,,, athlodrasi@yahoo.gr,,,,,,,,polemikes-texnes.gr,,,
Α.Σ. ΚΡΑΤΑΙΟΣ,Αθήνα,Γλυφάδα,Πολεμικές τέχνες,,,www.facebook.com/%CE%9A%CE%A1%CE%91%CE%A4%CE%91%CE%99%CE%9F%CE%A3-%CE%91%CE%98%CE%9B%CE%97%CE%A4%CE%99%CE%9A%CE%9F-%CE%A3%CE%A9%CE%9C%CE%91%CE%A4%CE%95%CE%99%CE%9F-300521006643426/,www.krataios.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/20171121213918198.png,,,, info@krataios.gr,,,,,,,,polemikes-texnes.gr,,,
ΠΑΝΕΛΛΗΝΙΑ ΕΝΩΣΗ ΓΟΥΣΟΥ - ΚΟΥΝΓΚ ΦΟΥ,Αθήνα,Καισαριανή,Πολεμικές τέχνες,,,m.facebook.com/pewkf/,,https://www.polemikes-tehnes.gr/pics/logos/b/2017102119948253.jpg,,,, pewkf@yahoo.com,,,,,,,,polemikes-texnes.gr,,,
KRAV MAGA PAPAVLACHOPOULOS IOANNIS,Αθήνα,Περιστέρι,Πολεμικές τέχνες,,,m.facebook.com/KravMagaHellasFederationHkmf/,kravmagahellas.com,https://www.polemikes-tehnes.gr/pics/logos/b/2017822142542436.jpg,,,, papavlachopoulos@kravmagahellas.com,,,,,,,,polemikes-texnes.gr,,,
FU JOW PAI ΚΗΦΙΣΙΑΣ,Αθήνα,Πολιτεία,Πολεμικές τέχνες,,,m.facebook.com/Fu-Jow-Pai-Kifisias-1177368792333167/,,https://www.polemikes-tehnes.gr/pics/logos/b/20171024105340778.jpg,,,, gkal@me.com,,,,,,,,polemikes-texnes.gr,,,
FIGHT WAY,Αθήνα,Γλυφάδα,Πολεμικές τέχνες,,,m.facebook.com/Fightway/,www.fightway.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/2017821231445613.jpg,,,, info@fightway.gr,,,,,,,,polemikes-texnes.gr,,,
EVOLUTION TIGER SCHOOL,Αθήνα,ΆνωΠατήσια,Πολεμικές τέχνες,,,m.facebook.com/evolutiontigerschool/,www.schoolofevolutiontiger.net,https://www.polemikes-tehnes.gr/pics/logos/b/20171021191915686.jpg,,,, info@schoolofevolutiontiger.net,,,,,,,,polemikes-texnes.gr,,,
BRASA HELLAS - IRAKLIS GRIGORIADIS FIGHT TEAM,Αθήνα,Χολαργός,Πολεμικές τέχνες,,,m.facebook.com/brasahellas/,,https://www.polemikes-tehnes.gr/pics/logos/b/20171121212632531.jpg,,,, iraklisgrigoriadis@hotmail.com,,,,,,,,polemikes-texnes.gr,,,
AIKIDO RANDORI DOJO,Αθήνα,πλησίονΠανεπιστημίουΠειραιά,Πολεμικές τέχνες,,,m.facebook.com/aikidorandorigr-667017553413126/,www.aikidorandori.gr,https://www.polemikes-tehnes.gr/pics/logos/b/2017821223051248.jpg,,,, spkaka88@gmail.com,,,,,,,,polemikes-texnes.gr,,,
ZEN FIGHTING CLUB,,,Πολεμικές τέχνες,"Kung Fu (Fu - Jow - Pai),Kickboxing",,https://www.facebook.com/zenfightingclub.gr/,,http://www.fightsports.gr/wp-content/uploads/2017/09/14633148_10154039577686235_8485523858568511124_o.jpg,"Βασιλίσσης Σοφίας 38,Μαρούσι",,210 80 66 511,,,,,,,,,fightsports.gr,,,
ZEN Fighters,Αθήνα,ΓΛΥΦΑΔΑ,Πολεμικές τέχνες,,,https://www.facebook.com/Zenfighters/timeline,http://www.zenfighters.gr/,zen.jpg,"Μυκήνων 19,Γλυφαδα,Τ.Κ 16674",16674,,johnk_9@hotmail.com,,,,,,,,wefit,,,
