School,City,Perioxi,Category,Subcategory,Organization,Facebook,Website,Logo,Address,TK,Phone,email,Courses,Place,Rensponsible,Description,Verified,map block field,έτος ίδρυσης,data origin,mobile,Eidos
Α.Σ. ΠΕΡΣΕΑΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,Θεσσαλονίκη,,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
ΑΘΛΗΤΙΚΟΣ ΚΑΙ ΕΚΠΟΛΙΤΙΣΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΟΛΥΜΠΙΑΚΗ ΦΛΟΓΑ,Θεσσαλονίκη,,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,
«ΑΙΘΕΡΑΣ»,Θεσσαλονίκη,,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,
Αδέσποτος Αθηνών,Αθήνα,,,,,,,,,,,,,,,,,,,,,
ΑΕΣ Ιάσων Κολωνού,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,20 Γυμνάσιο Αγ.Νικολάου,,,,,,,,
Αμαζόνες Αχαρνών,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,
"ΑΟ ""Ηρακλής"" Αγίου Δημητρίου",Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,3ο Λύκειο Αγ.Δημητρίου,,,,,,,,Αθλητικός Όμιλος
ΑΟ Δάφνη Αγίου Δημητρίου,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,3ο Λύκειο Αγ.Δημητρίου,,,,,,,,Αθλητικός Όμιλος
ΑΟ Ζεύς Ερυθρού,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,Αθλητικός Όμιλος
ΑΠΣ Ορφέας,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,20 Γυμνάσιο Αγ.Νικολάου,,,,,,,,
ΑΠΦΣ Ηρακλής Χαλκίδας,Χαλκίδα,,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,
ΑΣ Άτλας Δάφνης - Υμηττού,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,3ο Γυμνάσιο Υμηττού,,,,,,,,Αθλητικός Σύλλογος
ΑΣ Κηφισιά Μπιτς Ακτίβιτις,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
ΑΣ Κολλεγίου Ντερή,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,Κολλέγιο Ντερή,,,,,,,,Αθλητικός Σύλλογος
ΑΣ Λαυρίου,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,2ο Δημοτικό Σχολείο Λαυρίου,,,,,,,,Αθλητικός Σύλλογος
ΑΣΠ Σάλαμμον,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,1o Δημ. Γυμναστήριο Αχαρνών,,,,,,,,
ΓΣ Απόλλων Αγίου Δημητρίου,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,3ο Λύκειο Αγ.Δημητρίου,,,,,,,,Γυμναστικός Αθλητικός Σύλλογος
ΓΣ Αστέρας Αγίου Δημητρίου,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,3ο Λύκειο Αγ.Δημητρίου,,,,,,,,Γυμναστικός Αθλητικός Σύλλογος
ΓΣ Αστέρας Αγίου Δημητρίου 4,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,3ο Λύκειο Αγ.Δημητρίου,,,,,,,,Γυμναστικός Αθλητικός Σύλλογος
ΓΣ Γλυκών Νερών,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,1ο Δημοτικό Σχολείο Γλυκών Νερών,,,,,,,,Γυμναστικός Αθλητικός Σύλλογος
ΓΣ Κορωπίου,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,1ο Γυμνάσιο Κορωπίου,,,,,,,,Γυμναστικός Αθλητικός Σύλλογος
Ίωνες ΑΣΠ,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,5ο Γυμνάσιο Ν.Ιωνίας,,,,,,,,
ΟΠΕ Χαλκίδας,Χαλκίδα,,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,
ΣΑ Κολλεγίου Αθηνών,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,Κολλέγιο Αθηνών,,,,,,,,
GAULS V.F.   (ΓΑΛΑΤΕΣ),Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,
SAB,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,
ΑΓ.ΒΑΡΒΑΡΑ,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,
ΑΟ ΘΡΙΑΣΙΟ,Αθήνα,,Αθλητισμός,Volley,,,,,  ,,,,,,,,,,,,,Αθλητικός Όμιλος
ΑΠΟΛΛΩΝ ΣΜΥΡΝΗΣ,Αθήνα,,Αθλητισμός,Volley,,,,,  ,,,,,,,,,,,,,
ΑΠΣ ΑΛΙΜΟΥ,Αθήνα,,Αθλητισμός,Volley,,,,,  ,,,,,,,,,,,,,
ΑΣ ΕΥΚΛΕΙΔΗΣ,Αθήνα,,Αθλητισμός,Volley,,,,,  ,,,,,,,,,,,,,Αθλητικός Σύλλογος
ΑΣΣ ΑΙΑΣ,Αθήνα,,Αθλητισμός,Volley,,,,,  ,,,,,,,,,,,,,
ΑΤΛΑΣ,Αθήνα,,Αθλητισμός,Volley,,,,,  ,,,,,,,,,,,,,
ΓΣ ΑΡΙΩΝ ΠΕΡΙΣΤΕΡΙΟΥ,Αθήνα,,Αθλητισμός,Volley,,,,,  ,,,,,,,,,,,,,Γυμναστικός Αθλητικός Σύλλογος
ΔΑΦΝΗ-ΥΜΗΤΤΟΣ,Αθήνα,,Αθλητισμός,Volley,,,,,  ,,,,,,,,,,,,,
Ε.Β.Ε.Α.,Αθήνα,,Αθλητισμός,Volley,,,,,  ,,,,,,,,,,,,,
ΕΘΝΙΚΟΣ ΓΣ,Αθήνα,,Αθλητισμός,Volley,,,,,  ,,,,,,,,,,,,,
ΚΕΡΒΕΡΟΙ,Αθήνα,,Αθλητισμός,Volley,,,,,  ,,,,,,,,,,,,,
ΝΗΑΡ ΗΣΤ,Αθήνα,,Αθλητισμός,Volley,,,,,  ,,,,,,,,,,,,,
ΟΛΥΜΠΙΑΚΟΣ ΣΦΠ(Γ),Αθήνα,,Αθλητισμός,Volley,,,,,  ,,,,,,,,,,,,,
ΟΠ ΠΑΝΟΡΜΙΤΗΣ ΣΑΛΑΜΙΝΑΣ,Αθήνα,,Αθλητισμός,Volley,,,,,  ,,,,,,,,,,,,,
ΤΕΡΜΙΤΕΣ,Αθήνα,,Αθλητισμός,Volley,,,,,  ,,,,,,,,,,,,,
Α.Μ.Σ. ΝΕΣΤΩΡ,Θεσσαλονίκη,,Αθλητισμός,Volley,,,,,,,,,,,,,,,1966,,,
Α.Γ.Σ.Αγιων Αναργυρών Ηρακλής,Αθήνα,,,,,https://www.facebook.com/groups/414507285283322/,http://www.pontikanazarenkoteam.gr/,,,,,,,,,,,,,wefit.gr,,
Αττική Ένωση TAE KWON DO,Αθήνα,,Πολεμικές τέχνες,Tae Kwon Do,,https://www.facebook.com/pages/%CE%91%CE%A4%CE%A4%CE%99%CE%9A%CE%97-%CE%95%CE%9D%CE%A9%CE%A3%CE%97-TAEKWONDO/149987405059176?fref=ts,http://www.attikienosi.gr/,,,,,,,,,,,,,wefit.gr,,
BENEFIT,Αθήνα,,Κλειστού Χώρου,,,,,,,,,,,,,,,,,wefit.gr,,
Hellenic Gym fitness club,Αθήνα,,Κλειστού Χώρου,,,,,,,,,,,,,,,,,wefit.gr,,
Α.Σ. Άρης TAE KWON DO Άνω Πατησίων,Αθήνα,,Πολεμικές τέχνες,Tae Kwon Do,,https://www.facebook.com/pages/TaeKwonDo-%CE%91%CE%A3-%CE%86%CF%81%CE%B7%CF%82-%CE%A0%CE%B1%CF%84%CE%B7%CF%83%CE%AF%CF%89%CE%BD-%CE%93%CE%B1%CE%BB%CE%B1%CF%84%CF%83%CE%AF%CE%BF%CF%85/135588809882325,http://www.arisclub.gr/,,,,,info@arisclub.gr,,,,,,,,wefit.gr,,Αθλητικός Σύλλογος
Α.Σ. Αρμονία,Αθήνα,,Πολεμικές τέχνες,,,https://www.facebook.com/karatewayoaka?fref=ts,http://karatewayoaka.com/,,ΟΑΚΑ-ΚΟΛΥΜΒΗΤΗΡΙΟ (ΑΙΘΟΥΣΑ ΣΥΓΧΡΟΝΙΣΜΕΝΗΣ ΚΟΛΥΜΒΗΣΗΣ ΔΙΠΛΑ ΣΤΟ ΑΝΑΨΥΚΤΗΡΙΟ),,,,,,,,,,,wefit.gr,,Αθλητικός Σύλλογος
ΦΙΛΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΚΑΛΛΙΘΕΑΣ,Αθήνα,,,,,https://www.facebook.com/pages/%CE%A6%CE%B9%CE%BB%CE%B1%CE%B8%CE%BB%CE%B7%CF%84%CE%B9%CE%BA%CF%8C%CF%82-%CE%9A%CE%B1%CE%BB%CE%BB%CE%B9%CE%B8%CE%AD%CE%B1%CF%82-%CE%A1%CF%85%CE%B8%CE%BC%CE%B9%CE%BA%CE%AE-%CE%93%CF%85%CE%BC%CE%BD%CE%B1%CF%83%CF%84%CE%B9%CE%BA%CE%AE/138768199598957?ref=br_rs,,,Καλλιθέα,,,,,,,,,,,wefit.gr,,Αθλητικός Σύλλογος
PIT BULL GYM,Αθήνα,,Κλειστού Χώρου,,,,,,,,,,,,,,,,,wefit.gr,,
ΑΘΛΗΤΙΚΟΣ ΟΜΙΛΟΣ Ωκεανός,Αθήνα,,Αθλητισμός,Κολύμβηση,,https://www.facebook.com/AoOkeanos,http://www.aooc.gr/index.asp,,OAKA,,,,,,,,,,,wefit.gr,,Αθλητικός Όμιλος
Ems,Αθήνα,,Κλειστού Χώρου,PERSONAL TRAINER,,https://www.facebook.com/ems.glyfadakolonaki?fref=ts,http://www.emstraining.gr/,,,,,,,,,,,,,wefit.gr,,
Α.Σ. Αρμονία,Αθήνα,,Πολεμικές τέχνες,,,https://www.facebook.com/karatewayoaka?fref=ts,http://karatewayoaka.com/,,ΟΑΚΑ-ΚΟΛΥΜΒΗΤΗΡΙΟ (ΑΙΘΟΥΣΑ ΣΥΓΧΡΟΝΙΣΜΕΝΗΣ ΚΟΛΥΜΒΗΣΗΣ ΔΙΠΛΑ ΣΤΟ ΑΝΑΨΥΚΤΗΡΙΟ),,,,,,,,,,,wefit.gr,,Αθλητικός Σύλλογος
Curves Κορυδαλλός,Αθήνα,,Κλειστού Χώρου,,,https://www.facebook.com/CurvesGR,http://www.curves.gr/,,,,,mchrysanthou@curves.com,,,,,,,,wefit.gr,,
Ο ΠΡΩΤΑΘΛΗΤΗΣ,Αθήνα,,Κλειστού Χώρου,,,,,,,,,,,,,,,,,wefit.gr,,
Stadio Gym,Αθήνα,,Κλειστού Χώρου,,,,,,,,,,,,,,,,,wefit.gr,,
Performance 22,Αθήνα,,Κλειστού Χώρου,,,https://www.facebook.com/Performance22,http://www.performance22.gr/,,,,,info@performance22.gr,,,,,,,,wefit.gr,,
Oso yoga,Αθήνα,,Κλειστού Χώρου,YOGA,,https://www.facebook.com/glyfada.osoyogastudios?fref=ts,http://www.osoyogastudios.com/,,,,,osoyogadina@yahoo.com,,,,,,,,wefit.gr,,
Α.Σ. Παλαιό Ψυχικό - Πρότυπη Ακαδημία Στίβου ATFA,Αθήνα,,Αθλητισμός,Στίβος,,https://www.facebook.com/atfagr/timeline,http://atfa.gr/index.html,,OAKA,,,atfagr@gmail.com,,,,,,,,wefit.gr,,
ΟΜΙΛΟΣ ΞΙΦΑΣΚΙΑΣ ΓΛΥΦΑΔΑΣ,Αθήνα,,Αθλητισμός,ΞΙΦΑΣΚΙΑ,,https://www.facebook.com/FencingClubGlyfada?fref=ts,http://www.fencingclub.gr/,,,,,,,,,,,,,wefit.gr,,
Gold's elite athletes,Αθήνα,,ΠΟΛΥΧΩΡΟΣ,,,,,,,,,,,,,,,,,wefit.gr,,
Replayce,Αθήνα,,ΠΟΛΥΧΩΡΟΣ,,,https://www.facebook.com/ReplayceAlternativeEducationalSystem/timeline,http://www.replayce.com/,,ΟΑΚΑ-ΣΤΙΒΟΣ,,,info@replayce.com,,,,,,,,wefit.gr,,
OAKABOX,Αθήνα,,ΠΟΛΥΧΩΡΟΣ,,,https://www.facebook.com/pages/OAKA-BOX/513514568759590,http://www.wefit.gr/fitness-places/oakabox/okbxclub.gr,,OAKA-ΚΟΛΥΜΒΗΤΗΡΙΟ,,,,,,,,,,,wefit.gr,,
Yoga Spirit,Αθήνα,,Κλειστού Χώρου,YOGA,,,,,,,,,,,,,,,,wefit.gr,,
Α.Σ. ΜΑΧΗΤΕΣ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,Αθήνα,,Πολεμικές τέχνες,,,,,,,,,,,,,,,,,wefit.gr,,Αθλητικός Σύλλογος
Curves Πετρούπολη,Αθήνα,,Κλειστού Χώρου,,,https://www.facebook.com/CurvesGR,http://www.curves.gr/,,,,,mchrysanthou@curves.com,,,,,,,,wefit.gr,,
Physiomedica dr Iliadis Team Athens,Αθήνα,,ΠΟΛΥΧΩΡΟΣ,,,https://www.facebook.com/physiomedica.iliadis?fref=ts,http://physiomedica.gr/physiomedica/,,Κότσικα 2 Π.Άρεως – Αθήνα,,,info@physiomedica.gr,,,,,,,,wefit.gr,,
Α.Ο. ΑΝΤΙΣΦΑΙΡΙΣΗΣ ΠΑΠΑΓΟΥ,Αθήνα,,Αθλητισμός,Τένις,,https://www.facebook.com/aoaptennisclub,http://www.aoap.gr/,,,,,,,,,,,,,wefit.gr,,Αθλητικός Όμιλος
HEALTH FITNESS & SPA,Αθήνα,,Κλειστού Χώρου,,,,,,,,,,,,,,,,,wefit.gr,,
Α.Π.Σ. ΠΡΩΤΟΠΟΡΟΙ ΚΟΡΥΔΑΛΛΟΣ,Αθήνα,,Πολεμικές τέχνες,,,https://www.facebook.com/aps.protoporoi,http://www.protoporoi.com/home,,,,,,,,,,,,,wefit.gr,,
Vyzantinos Target Sport Club,Αθήνα,,Πολεμικές τέχνες,,,https://www.facebook.com/VizantinosTargetSportClub,,,ΟΑΚΑ-ΚΟΛΥΜΒΗΤΗΡΙΟ,,,vyzantinos@target-sport.gr,,,,,,,,wefit.gr,,
Outdoor Fitness Club OAKA,Αθήνα,,Κλειστού Χώρου,PERSONAL TRAINER,,https://www.facebook.com/pages/Outdoor-Fitness-Club-OAKA/398482233611567?sk=timeline,http://outdoorfitnessclub.gr/,,ΟΑΚΑ-ΣΤΙΒΟΣ,,,,,,,,,,,wefit.gr,,
Swimtraining,Αθήνα,,Θάλασσα,ΘΑΛΑΣΣΙΑ ΣΠΟΡ,,,http://www.swimtraining.gr/%CE%BC%CE%B1%CE%B8%CE%AE%CE%BC%CE%B1%CF%84%CE%B1-kitesurf,,Χαλάνδρι,,,dkaitsis@yahoo.gr,,,,,,,,wefit.gr,,
FORTY LOVE,Αθήνα,,Αθλητισμός,Τένις,,,,,,,,,,,,"Οδός Ικτίνου (όπισθεν Στρ. Σχολής Ευελπίδων) , Κορωπί
T. 210 96.53.622, Δευτ. - Κυρ. 10 π.μ. - 10 μ.μ.",,,,http://www.tennisnews.gr/play-tennis/clubs,,
ΑΣΤΕΡΑΣ ΒΟΥΛΙΑΓΜΕΝΗΣ,Αθήνα,,Αθλητισμός,Τένις,,,,,,,,,,,,"Απόλλωνος 40, Βουλιαγμένη 210 8902000. 4 γήπεδα μέσα στο «δάσος» του Αστέρα. Θέα στη θάλασσα. Δευτ. - Κυρ. 8 π.μ. - 10 μ.μ.",,,,http://www.tennisnews.gr/play-tennis/clubs,,
ΚΑΒΟΥΡΙ TENNIS CLUB,Αθήνα,,Αθλητισμός,Τένις,,,,,,,,,,,,"Λητούς & Ακτής 1, Μεγάλο Καβούρι, Βουλιαγμένη 2109670030. 7 γήπεδα (5 τεχνητός χλοοτάπητας και 2 χώμα), 200 μ. από τη θάλασσα. Κόστος χρήσης ανάλογα με το ωράριο. Γίνονται μαθήματα.",,,,http://www.tennisnews.gr/play-tennis/clubs,,
ΚΟΛΛΕΓΙΟ ΑΘΗΝΩΝ,Αθήνα,,Αθλητισμός,Τένις,,,,,,,,,,,,"Στεφ. Δέλτα 15, Π. Ψυχικό 210 6798168. 4 γήπεδα για γρήγορο παιχνίδι. Δευτ. - Κυρ. 1 - 9 μ.μ. Δυνατότητα μαθημάτων.",,,,http://www.tennisnews.gr/play-tennis/clubs,,
ΠΕΥΚΗ TENNIS CLUB,Αθήνα,,Αθλητισμός,Τένις,,,,,,,,,,,,"Πελοποννήσου 1-3, πίσω από το εμπορικό κέντρο Αlco, Πεύκη 210 8066162. 4 χωμάτινα και 2 γήπεδα με συνθετικό χορτάρι, εστιατόριο και bar. Δευτ. - Κυρ.: 9 π.μ. - 10 μ.μ. Πραγματοποιούνται και μαθήματα με προπονητή για μέλη και μη.",,,,http://www.tennisnews.gr/play-tennis/clubs,,
POLITIA TENNIS CLUB,Αθήνα,,Αθλητισμός,Τένις,,,,,,,,,,,,"Αριστοτέλους 18, Πολιτεία 210 6200003. 5 γήπεδα τένις, αίθουσα squash, αλλά και πισίνα, γυμναστήριο, σάουνα, play room, εστιατόριο και bar με θέα στα τερέν. Δευτ. - Κυρ. 8 π.μ. - 10 μ.μ.",,,,http://www.tennisnews.gr/play-tennis/clubs,,
SUNNY SPORTS CLUB,Αθήνα,,Αθλητισμός,Τένις,,,,,,,,,,,,"Καστρίτσας 61 (πρώην 190), Ν. Ερυθραία 210 8136148, 210 8135101. www.sunnyclub.gr 
7 γήπεδα tennis, 2 mini tennis, ανοιχτή πισίνα, αίθουσες aerobics και fitness, café, εστιατόριο, wi-fi. 
Ακαδημίες τένις, fu jow pai, ξιφασκία, σκάκι. 
Πραγματοποιούνται προπονήσεις για μέλη και μη. 
Καθημ.: 9 π.μ. - 11 μ.μ. Σάβ.: 8 π.μ. - 10 μ.μ. Κυρ.: 9 π.μ. – 11 π.μ.",,,,http://www.tennisnews.gr/play-tennis/clubs,,
FERNANDEZ TENNIS ACADEMY (FTA),Αθήνα,,Αθλητισμός,Τένις,,,,,,,,,,,,"Αισώπου 7, Πικέρμι 210 6039888. 
4 γήπεδα greenset. Αποδυτήρια, κυλικείο στην αίθουσα αναμονής με τραπέζια που βλέπουν στα γήπεδα. 
Καθημερινά: 10.00 - 22.30.",,,,http://www.tennisnews.gr/play-tennis/clubs,,
HALANDRI TENNIS CLUB,Αθήνα,,Αθλητισμός,Τένις,,,,,,,,,,,,"Γαρρητού 13, Χαλάνδρι 210 6007830-1. 10 γήπεδα τένις και πισίνα σε έκταση 7 στρεμμάτων. (Quick με χλοοτάπητα και greenset). Στα 6 παίζετε και διπλό. Δευτ. - Σάβ.: 9 π.μ. - 11 μ.μ. Κυρ. 9 π.μ. - 10 μ.μ.",,,,http://www.tennisnews.gr/play-tennis/clubs,,
ΑΧΑΡΝΑΙ TENNIS ACADEMY – ΑΧΑΡΝΑΙ TENNIS CLUB,Αθήνα,,Αθλητισμός,Τένις,,,,,,,,,,,,"Λεωφόρος Δεκελείας 193, έξω από τις Αχαρνές προς Νέα Κηφισιά, Τηλ. 2130 153950, 6957 044122. Διαθέτει 2 γήπεδα με ελαστικό αντικραδασμικό ταρτάν για παιχνίδι ή και για μαθήματα με προπονητή σε group ή ατομικά. Άνετο parking, κυλικείο – μπαρ, αίθουσα internet κλπ. Ώρες λειτουργίας: Κάθε μέρα 09:00 – 23:00. κλείσιμο γηπέδων τηλεφωνικά",,,,http://www.tennisnews.gr/play-tennis/clubs,,
Salonica Country Club,Θεσσαλονίκη,,Αθλητισμός,Τένις,,,,,,,,,,,,"Δροσιά Θέρμης, 2310 472669. 4 χωμάτινα γήπεδα ( red clay courts ), διεθνών προδιαγραφών. 1 γήπεδο συνθετικού χλοοτάπητα ( synthetic grass ). 2 γήπεδα MASTER QUICK. 1 γήπεδο ΜΙΝΙ TENNIS. 1 γήπεδο BEACH TENNIS. Γυμναστήριο, χαμάμ, μπαρ, εστιατόριο",,,,http://www.tennisnews.gr/play-tennis/clubs,,
Athlisi Tennis Club,Ναύπλιο,,Αθλητισμός,Τένις,,,,,,,,,,,,"3ο χλμ. Άργους - Ναυπλίου, Δαλαμανάρα, 2751 0 20755. Γυμναστήριο, καφέ-μπαρ",,,,http://www.tennisnews.gr/play-tennis/clubs,,
"""ΘΗΣΕΑΣ"" ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ",Αθήνα,,Αθλητισμός,Τένις,,,,,,,"210 9713576
210 9940524",,,,κ.ΣΑΠΟΥΝΑΣ,,,,,http://www.iaenosi.gr/sillogoi-tennis.html,,
Α.Ο ΑΝΤΙΣΦΑΙΡΙΣΗΣ ΚΑΒΟΥΡΙΟΥ,Αθήνα,,Αθλητισμός,Τένις,,,,,,,"210 9670686 6940299640
info@kavouritennisclub.gr",,,,κ.ΜΑΖΑΡΑΚΟΣ ΒΑΣΙΛΗΣ,,,,,http://www.iaenosi.gr/sillogoi-tennis.html,,Αθλητικός Όμιλος
ΑΘΛΗΤΙΚΗ ΑΚΑΔΗΜΙΑ ΑΝΤΙΣΦΑΙΡΙΣΗΣ ΑΛΙΜΟΥ,Αθήνα,,Αθλητισμός,Τένις,,,,,,,"210 9622128
210 9230628",,,,κα. ΝΤΕΓΙΑΝΝΗ ΣΟΦΙΑ,,,,,http://www.iaenosi.gr/sillogoi-tennis.html,,
Α.Γ.Σ. ΗΛΙΟΥΠΟΛΗΣ,Αθήνα,,Αθλητισμός,Τένις,,,,,,,210 9916386,,,,κα. ΜΠΙΣΜΠΙΚΗ ΣΩΤΗΡΙΑ,,,,,http://www.iaenosi.gr/sillogoi-tennis.html,,Γυμναστικός Αθλητικός Σύλλογος
ΝΑΥΤΙΚΟΣ ΟΜΙΛΟΣ ΚΑΛΑΜΑΚΙΟΥ,Αθήνα,,Αθλητισμός,Τένις,,,,,,,"210 9834137
210 9810878",,,,κ.ΜΗΤΡΟΠΟΥΛΟΣ ΚΩΣΤΑΣ,,,,,http://www.iaenosi.gr/sillogoi-tennis.html,,
ΟΜΙΛΟΣ ΑΝΤΙΣΦΑΙΡΙΣΗΣ ΑΡΓΥΡΟΥΠΟΛΗΣ,Αθήνα,,Αθλητισμός,Τένις,,,,,,,210 9634981 210 9622118,,,,κ. ΚΑΛΟΓΕΡΑΣ ΓΕΩΡΓΙΟΣ,,,,,http://www.iaenosi.gr/sillogoi-tennis.html,,
ΟΜΙΛΟΣ ΑΝΤΙΣΦΑΙΡΙΣΗΣ ΓΛΥΦΑΔΑΣ ΓΟΥΝΑΡΗ & ΕΥΓΕΝΙΔΟΥ ΑΙΞΩΝΗ ΓΛΥΦΑΔΑΣ T.K.16674,Αθήνα,,Αθλητισμός,Τένις,,,,,,,"210 8943828
210 8982893",,,,κ. ΘΕΟΔΟΣΗΣ ΑΡΗΣ,,,,,http://www.iaenosi.gr/sillogoi-tennis.html,,
ΟΜΙΛΟΣ ΑΝΤΙΣΦΑΙΡΙΣΗΣ ΓΟΥΔΙΟΥ,Αθήνα,,Αθλητισμός,Τένις,,,,,,,210 7781130,,,,κ.ΠΑΠΑΘΕΟΔΩΡΟΥ ΓΕΩΡΓΙΟΣ,,,,,http://www.iaenosi.gr/sillogoi-tennis.html,,
ΟΜΙΛΟΣ ΑΝΤΙΣΦΑΙΡΙΣΗΣ ΚΑΛΑΜΑΚΙΟΥ,Αθήνα,,Αθλητισμός,Τένις,,,,,,,210 9937754,,,,κ. ΑΡΚΟΥΛΗΣ ΙΩΑΝΝΗΣ,,,,,http://www.iaenosi.gr/sillogoi-tennis.html,,
ΟΜΙΛΟΣ ΑΝΤΙΣΦΑΙΡΙΣΗΣ ΧΟΛΑΡΓΟΥ,Αθήνα,,Αθλητισμός,Τένις,,,,,,,210 6534041,,,,κ.ΤΣΑΚΑΛΗΣ ΗΛΙΑΣ,,,,,http://www.iaenosi.gr/sillogoi-tennis.html,,
MYKONOS BJJ,Μύκονος,,Πολεμικές τέχνες,,,www.facebook.com/MykonosBrazilianJiuJitsu/,,https://www.polemikes-tehnes.gr/pics/logos/b/2017112121484398.jpg,,,, routaz@yahoo.gr,,,,,,,,Polemikes-technes.gr,,
AES ICARUS - BUJIKAN DOJO THRACE,Κομοτηνή,,Πολεμικές τέχνες,,,www.facebook.com/AES-Icaros-Martial-Arts-Academy-168319626561967/,,https://www.polemikes-tehnes.gr/pics/logos/b/20171113204035977.jpeg,,,, ,,,,,,,,Polemikes-technes.gr,,
ΜΑΧΗΤΕΣ ΣΙΘΩΝΙΑΣ,Χαλκιδική,,Πολεμικές τέχνες,Kick Boxing,,www.facebook.com/sithones.machetes,,https://www.polemikes-tehnes.gr/pics/logos/b/2017931194536450.JPG,,,, tsikouristeam@yahoo.gr,,,,,,,,Polemikes-technes.gr,,
Α.Σ. ΚΑΡΑΤΕ ΑΧΙΛΛΕΙΩΝ,Κέρκυρα,,Πολεμικές τέχνες,Karate,,www.facebook.com/vasilis.zablakos,www.vasiliszablakos.com/,https://www.polemikes-tehnes.gr/pics/logos/b/2017924193419721.jpg,,,26610 56603, vzablakos66@gmail.com,,,,,,,,Polemikes-technes.gr,,Αθλητικός Σύλλογος
Α.Σ. ΑΛΚΙΜΑΧΟΣ ΖΑΚΥΝΘΟΥ,Ζάκυνθος,,Πολεμικές τέχνες,,,www.facebook.com/alkimachos.gr,alkimachos.gr/el/taekwondo-zakynthos-hapkido,https://www.polemikes-tehnes.gr/pics/logos/b/2017924191059521.jpg,,,2695 100390, info@alkimachos.gr,,,,,,,,Polemikes-technes.gr,,Αθλητικός Σύλλογος
HAPKIDO ΚΑΣΣΑΝΔΡΟΣ,Θεσσαλονίκη,,Πολεμικές τέχνες,Hapkido,,www.facebook.com/kassandros.hapkido,,https://www.polemikes-tehnes.gr/pics/logos/b/2017924184528173.jpg,,,, ifandidisd@yahoo.gr,,,,,,,,Polemikes-technes.gr,,
Α.Σ. ΝΙΚΟΜΑΧΟΣ ΒΟΛΟΥ,Βόλος,,Πολεμικές τέχνες,,,www.facebook.com/www.nikomahos.gr/?ref=hl,www.nikomahos.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/20179172213868.jpg,,,24210 48482, dimtoris@yahoo.gr,,,,,,,,Polemikes-technes.gr,,Αθλητικός Σύλλογος
ΚΑΡΑΤΕ-ΖΙΟΥ ΖΙΤΣΟΥ ΚΑΡΛΑΤΗΡΑΣ,,,Πολεμικές τέχνες,"Karate,Jiu-Jitsu",,www.facebook.com/kostas.karlatiras.9?lst=1386950119%3A100000624296665%3A1506975514,,https://www.polemikes-tehnes.gr/pics/logos/b/201792232959923.jpg,,,2262 303144, askarateinofyron33@gmail.com,,,,,,,,Polemikes-technes.gr,,
SHITO RYU KARATE ΡOΔΟΣ,Ρόδος,,Πολεμικές τέχνες,Karate,,www.facebook.com/SHITO-RYU-Karate-%CE%A1%CE%9F%CE%94%CE%9F%CE%A3-690240834349934/,,https://www.polemikes-tehnes.gr/pics/logos/b/201792231127958.jpg,,,, ,,,,,,,,Polemikes-technes.gr,,
Α.Π.Σ. ΦΙΛΟΝΙΚΟΣ,Χαλκίδα,,Πολεμικές τέχνες,,,www.facebook.com/fourlisapostolos,www.filonikos.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/2017829102137154.jpg,,,2221 303461, info@filonikos.gr,,,,,,,,Polemikes-technes.gr,,
