School,City,Perioxi,Category,Subcategory,Organization,Facebook,Website,Logo,Address,TK,Phone,email,Courses,Place,Rensponsible,Description,Verified,map block field,έτος ίδρυσης,data origin,mobile
Caestus gym,Αθήνα,Ν. Ιωνια,Πολεμικές τέχνες,,,https://www.facebook.com/CaestusGymByChristosTriantis,http://www.caestus.gr/,,Κασταμονής 99α,14235,,caestusgym@yahoo.gr,,,,,,,,wefit.gr,
CAPOEIRA JACOBINA ARTE DOJO,Θεσσαλονίκη,ΑΝΩ ΤΟΥΜΠΑ,Πολεμικές τέχνες,Capoeira,none,https://www.facebook.com/instrutor.malandro,http://www.capoeirathessaloniki.com/,,,,,,"Capoeira,Capoeira,Capoeira,Capoeira,Capoeira",,,,,,,,
Central Gym,Αθήνα,ΑΜΠΕΛΟΚΗΠΟΙ,ΓΥΜΝΑΣΤΗΡΙΟ,,,http://www.facebook.com/CentralFitnessGym/info,http://www.centralfitnessgym.gr/,,Άρτης & Μπιζανίου 4,11523,,info@centralfitnessgym.gr,,,,,,,,wefit.gr,
Champion Fitness Gym,Αθήνα,Ν. ΗΡΑΚΛΕΙΟ,ΓΥΜΝΑΣΤΗΡΙΟ,,,,http://www.championgym.gr/,,Στ. Καραγιώργης 6,14121,,Annamarie.champion@gmail.com,,,,,,,,wefit.gr,
Champions Athletic Club,Αθήνα,Νίκαια,Πολεμικές τέχνες,Karate,,https://www.facebook.com/lekakosclub/,,http://www.fightsports.gr/wp-content/uploads/2017/09/champions-athletic-club-logo-2.jpg,,,210 42 50 625,championsathleticclub@gmail.com,,,,,,,,fightsports.gr,6947 896 809
Chatzichronoglou Fight Academy – CFA,Αθήνα,Πάτημα Χαλανδρίου,Πολεμικές τέχνες,Boxing,,https://www.facebook.com/Chatzichronoglou/timeline,www.cfacademy.gr,http://www.fightsports.gr/wp-content/uploads/2016/04/Chatzichronoglou-Fight-Academy-CFA-logo.jpg,,,210 60 16 590,info@cfacademy.gr,,,,,,,,fightsports.gr,6973 045 289
Choke Luta Livre Academy,Αθήνα,Χολαργός,Πολεμικές τέχνες,MMA,,https://www.facebook.com/chokelutalivre,,http://www.fightsports.gr/wp-content/uploads/2016/08/choke-luta-livre-academy-logo.jpg,,,,chokelutalivre@gmail.com,,,,,,,,fightsports.gr,6947 460 050
CHOROS CENTER,Αθήνα,Μοναστηράκι,Πολεμικές τέχνες,,,www.facebook.com/pages/Choros-space-Tune-in/139763139411274,www.choros-space.gr/choros-space/p28/%CE%91%CF%81%CF%87%CE%B9%CE%BA%CE%AE.html,https://www.polemikes-tehnes.gr/pics/logos/b/20135913401165.jpg,,,210 6432723, info@choros-space.gr,,,,,,,,Polemikes-technes.gr,
City Gym,Αθήνα,ΑΙΓΑΛΕΩ,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/citygym.gym?fref=ts,http://www.citygym.gr/,,Ιερά οδός 247 & Καποδιστρίου 2,12241,,,,,,,,,,wefit.gr,
COLLECTIVE - tennis,Θεσσαλονίκη,,Αθλητισμός,Τένις,none,,http://www.collective-tennis.gr/,,,,,,,,,,,,,,
Colosseum Fighting Arena,Αθήνα,Πειραιάς,Πολεμικές τέχνες,Boxing,,https://www.facebook.com/piraeuscolosseum.arena,www.piraeuscolosseumfightingarena.com,http://www.fightsports.gr/wp-content/uploads/2014/02/293380_107045552735688_594066346_n.jpg,,,210 42 21 322,stavrosstof@gmail.com,,,,,,,,fightsports.gr,6932 567 063 - 6945 024 958
COLOSSEUM FIGHTING ARENA ΠΕΙΡΑΙΑΣ,Αθήνα,ΠΕΙΡΑΙΑΣ,Πολεμικές τέχνες,,,www.facebook.com/piraeuscolosseum.arena/timeline,,https://www.polemikes-tehnes.gr/pics/logos/b/2015814134455842.jpg,,,210 4221322, stavrosstof@gmail.com,,,,,,,,Polemikes-technes.gr,
CORIOLANOS,Αθήνα,ΗΛΙΟΥΠΟΛΗ,Πολεμικές τέχνες,,,https://www.facebook.com/coriolanoscollege,http://www.coriolanos.gr/,,Σκιάθου 26 & Μόσχου 1,16346,,coriolanoscollege@gmail.com,,,,,,,,wefit.gr,
Corpus,Αθήνα,Πολύδροσο Χαλανδρίου,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/corpusclub,http://www.corpusclub.gr/,,Κοραή 25,15233,,,,,,,,,,wefit.gr,
CRETE KRAV MAGA FEDERATION,Ηράκλειο,,Πολεμικές τέχνες,Krav Maga,,www.facebook.com/CreteKravMagaFederation,www.kravmagacrete.gr/gr,https://www.polemikes-tehnes.gr/pics/logos/b/2016828144452213.JPG,,,, manolis.kalonakis@gmail.com,,,,,,,,Polemikes-technes.gr,
Cross Fit Palmos Gym,Αθήνα,ΑΧΑΡΝΑΙ-main,ΓΥΜΝΑΣΤΗΡΙΟ,CROSS FIT,,https://www.facebook.com/crossfitpalmosgym,http://www.palmos-gym.gr/,,Αδαμ. Κοραή 6,13673,,festivaldance@rocketmail.com,,,,,,,,wefit.gr,
Cross Gym Piraeus Mma Team,Αθήνα,Πειραιά,Πολεμικές τέχνες,MMA,,https://www.facebook.com/groups/129547844295/?fref=ts,www.crossgym.gr,http://www.fightsports.gr/wp-content/uploads/2014/05/cross-gym-mma-team-logo.jpg,,,210 41 38 321,nvalsamakis87@gmail.com,,,,,,,,fightsports.gr,6984 430 643
Cross Training Club,Αθήνα,Ν. ΣΜΥΡΝΗ,ΓΥΜΝΑΣΤΗΡΙΟ,CROSS FIT,,https://www.facebook.com/crosstrainingclub?fref=ts,http://www.european-fitness.com/,,Ελ. Βενιζέλου 95,17123,,dim.seloulis@gmail.com,,,,,,,,wefit.gr,
Crossfighting,Αθήνα,Ζάππειο,ΠΟΛΥΧΩΡΟΣ,,,https://www.facebook.com/fokianossportspark/timeline,,,Βασ. Όλγας 1,10557,,fokianosevents@gmail.com,,,,,,,,wefit.gr,
CrossFit Northzone,Αθήνα,ΓΕΡΑΚΑΣ,ΓΥΜΝΑΣΤΗΡΙΟ,CROSS FIT,,https://www.facebook.com/pages/CrossFit-North-Zone/382015401913311,http://www.crossfitnorthzone.com/,,Μονής αρκαδίου 7,15344,,info@crossfitnorthzone.com,,,,,,,,wefit.gr,
CrossFit Piraeus,Αθήνα,ΠΕΙΡΑΙΑΣ,ΓΥΜΝΑΣΤΗΡΙΟ,CROSS FIT,,https://www.facebook.com/crossfitpiraeus?fref=ts,http://www.crossfitpiraeus.com/gym/,,Παπαστράτου 60 & Θερμοπυλών,18545,,team@boxpiraeus.gr,,,,,,,,wefit.gr,
CrossFit South Factory,Αθήνα,ΕΛΛΗΝΙΚΟ,ΓΥΜΝΑΣΤΗΡΙΟ,CROSS FIT,,https://www.facebook.com/CrossfitSouthFactory,http://www.crossfitsouthfactory.gr/#!/splash-page,,Ροδοπόλεως 66,16777,,info@crossfitsouthfactory.gr,,,,,,,,wefit.gr,
Cube15,Αθήνα,ΜΑΡΟΥΣΙ,ΓΥΜΝΑΣΤΗΡΙΟ,PERSONAL TRAINER,,https://www.facebook.com/pages/Cube15/794781870591913?fref=ts,http://www.cube15.gr/,,Ο.Α.Κ.Α,,,info@cube15.gr,,,,,,,,wefit.gr,
Cuerpo,Αθήνα,ΜΟΣΧΑΤΟ,ΓΥΜΝΑΣΤΗΡΙΟ,PERSONAL TRAINER,,https://www.facebook.com/TheTreeOfLifeYogaPilatesStudio?fref=ts,http://thetreeoflife.gr/,,Κωνσταντινουπόλεως 37 & Κανάρη,18345,,info@thetreeoflife.gr,,,,,,,,wefit.gr,
Curves Mαρούσι,Αθήνα,ΜΑΡΟΥΣΙ,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/CurvesGR,http://www.curves.gr/,,Περικλέους 7,15122,,mchrysanthou@curves.com,,,,,,,,wefit.gr,
Curves Αγ. Παρασκευή,Αθήνα, ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/CurvesGR,http://www.curves.gr/,,Ειρήνης 112,15342,,mchrysanthou@curves.com,,,,,,,,wefit.gr,
Curves Αγ. Στέφανος,Αθήνα,ΓΛΥΦΑΔΑ,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/olympicgymglyfada,http://www.olympicgym.gr/,,Γρηγορίου Λαμπράκη 54,16674,,mail@olympicgym.gr,,,,,,,,wefit.gr,
Curves Άγιος Δημήτριος,Αθήνα,ΑΓ. ΔΗΜΗΤΡΙΟΣ-main,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/CurvesGR,http://www.curves.gr/,,Αγίου Δημητρίου 19,17343,,mchrysanthou@curves.com,,,,,,,,wefit.gr,
Curves Αιγάλεω,Αθήνα,ΑΙΓΑΛΕΩ,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/CurvesGR,http://www.curves.gr/,,Σαλαμίνος 7,12244,,mchrysanthou@curves.com,,,,,,,,wefit.gr,
Curves Γέρακας,Αθήνα,ΓΕΡΑΚΑΣ,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/CurvesGR,http://www.curves.gr/,,Κλεισθένους 202,15344,,mchrysanthou@curves.com,,,,,,,,wefit.gr,
Curves Ζωγράφου,Αθήνα,ΖΩΓΡΑΦΟΥ,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/CurvesGR,http://www.curves.gr/,,Αλ. Παπάγου 48,15771,,mchrysanthou@curves.com,,,,,,,,wefit.gr,
Curves Κερατσίνι,Αθήνα,ΚΕΡΑΤΣΙΝΙ,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/CurvesGR,http://www.curves.gr/,,Γρ. Λαμπράκη 417,18757,,mchrysanthou@curves.com,,,,,,,,wefit.gr,
Curves Κορυδαλλός,Αθήνα,,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/CurvesGR,http://www.curves.gr/,,,,,mchrysanthou@curves.com,,,,,,,,wefit.gr,
Curves Κορωπί,Αθήνα,ΚΟΡΩΠΙ,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/CurvesGR,http://www.curves.gr/,,Αντωνίου Κιούση 1,19400,,mchrysanthou@curves.com,,,,,,,,wefit.gr,
Curves Νέα Ερυθραία,Αθήνα,Ν. Ερυθραία,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/CurvesGR,http://www.curves.gr/,,Αλ. Παπάγου 3,14671,,mchrysanthou@curves.com,,,,,,,,wefit.gr,
Curves Νέα Μάκρη,Αθήνα,ΝΕΑ ΜΑΚΡΗ,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/CurvesGR,http://www.curves.gr/,,Λ. Μαραθώνος 150,19005,,mchrysanthou@curves.com,,,,,,,,wefit.gr,
Curves Νέα Σμύρνη,Αθήνα,Νέα Σμύρνη,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/CurvesGR,http://www.curves.gr/,,Προσκόπων Αϊδινίου 1Α,17123,,mchrysanthou@curves.com,,,,,,,,wefit.gr,
Curves Νέα Φιλαδέλφεια,Αθήνα,Νέα Φιλαδέλφεια,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/CurvesGR,http://www.curves.gr/,,Κοιμήσεως Θεοτόκου 33 & Ανδριανού,14341,,mchrysanthou@curves.com,,,,,,,,wefit.gr,
Curves Νέο Ψυχικό,Αθήνα,Νέο Ψυχικό,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/CurvesGR,http://www.curves.gr/,,Αδριανείου 34,11525,,mchrysanthou@curves.com,,,,,,,,wefit.gr,
Curves Παγκράτι,Αθήνα,Κάτω Κηφισιά,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/pages/Orthosomia-Pilates-Yoga-Thai-Massage/213312072030018,http://www.orthosomia.gr/,,Σωκράτους 2,14561,,victory-@otenet.gr,,,,,,,,wefit.gr,
Curves Παλαιό Φάληρο,Αθήνα,Παλαιό Φάληρο,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/CurvesGR,http://www.curves.gr/,,Αχιλλέως 111,17563,,mchrysanthou@curves.com,,,,,,,,wefit.gr,
Curves Πειραιάς Δημ. Θέατρο,Αθήνα,ΠΕΙΡΑΙΑΣ,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/CurvesGR,http://www.curves.gr/,,Τσαμαδού 43 & Ευριπίδου,18532,,mchrysanthou@curves.com,,,,,,,,wefit.gr,
Curves Πειραιάς Καλλίπολη,Αθήνα,ΠΕΙΡΑΙΑΣ,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/CurvesGR,http://www.curves.gr/,,Σπύρου Τρικούπη 79-83,18538,,,,,,,,,,wefit.gr,
Curves Πετρούπολη,Αθήνα,,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/CurvesGR,http://www.curves.gr/,,,,,mchrysanthou@curves.com,,,,,,,,wefit.gr,
Dance with Teta,Αθήνα,Νέο Ψυχικό,ΠΟΛΥΧΩΡΟΣ,,,https://www.facebook.com/dancewith.teta?fref=ts,http://www.dancewithteta.gr/index.html,,Κηφισσίας 292,15231,,,,,,,,,,wefit.gr,
DIAMOND CAMP,Αθήνα,ΕΛΛΗΝΙΚΟ,Πολεμικές τέχνες,,,https://www.facebook.com/groups/40872770318/,http://diamondcamp.gr/,,Ιασωνίδου 31,16777,,info@diamondcamp.gr,,,,,,,,wefit.gr,
Diamond Camp,Αθήνα,Ελληνικό (δίπλα στον σταθμό Μετρό Ελληνικού),Πολεμικές τέχνες,Boxing,,https://www.facebook.com/diamond.camp.5/,,http://www.fightsports.gr/wp-content/uploads/2015/11/diamond-camp-logo.jpg,,,210 96 18 589,info@diamondcamp.gr,,,,,,,,fightsports.gr,
Dojo,Αθήνα,Μοναστηράκι,Πολεμικές τέχνες,Aikido,,,,,,,,,,,,,,,,,
Dojo Club Peristeri,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,,,https://www.facebook.com/peristeridojoclub,http://dojoclub.gr/find/,,Αγ.Βασιλείου 196,12137,,dojoclubgr@gmail.com,,,,,,,,wefit.gr,
Doo be bop,Αθήνα,Κολωνάκι,ΓΥΜΝΑΣΤΗΡΙΟ,,,http://www.facebook.com/pages/Doo-be-bop/688971794466170,http://www.doobebop.gr/,,Ομήρου 66,10672,,info@doobebop.gr,,,,,,,,wefit.gr,
Dynamo Club,Αθήνα,Π. ΦΑΛΗΡΟ,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/dynamoclubfaliro/timeline,http://dynamo-kettlebells.com/,,Πανδρόσου 59,17563,,info@dynamo-kettlebells.com,,,,,,,,wefit.gr,
E.Α.T.E.K. COLLEGE CLUB  ,Θεσσαλονίκη,ΘΕΡΜΗ,Αθλητισμός,Volley,,,,,,,,,,,,,,,1996,,
EAST FIGHTERS,Αθήνα,Άγιος Νικόλαος,Πολεμικές τέχνες,,,www.facebook.com/groups/323384994669507/,,https://www.polemikes-tehnes.gr/pics/logos/b/20178614133122.jpg,,,, Mixalis151@gmail.com ,,,,,,,,Polemikes-technes.gr,
EBMAS WING TZUN ΘΕΣΣΑΛΟΝΙΚΗ,Θεσσαλονίκη,Κ. Τούμπα,Πολεμικές τέχνες,Kung Fu,,www.facebook.com/ebmasthessaloniki/,www.ebmas-thess.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/2017214185711933.jpg,,,, ,,,,,,,,Polemikes-technes.gr,
EDGE performance center,Αθήνα,ΓΛΥΦΑΔΑ,ΓΥΜΝΑΣΤΗΡΙΟ,PERSONAL TRAINER,,https://www.facebook.com/theEdgeGlyfadas,,,Φοίβης 13,16674,,,,,,,,,,wefit.gr,
Ems,Αθήνα,,ΓΥΜΝΑΣΤΗΡΙΟ,PERSONAL TRAINER,,https://www.facebook.com/ems.glyfadakolonaki?fref=ts,http://www.emstraining.gr/,,,,,,,,,,,,,wefit.gr,
ENERGY WAY,Άρτα,,Πολεμικές τέχνες,,,,healthtaichi.blogspot.gr/ ,https://www.polemikes-tehnes.gr/pics/logos/b/201782405115664.png,,,, bdrougas@yahoo.com,,,,,,,,Polemikes-technes.gr,
Enforma Gym,Αθήνα,Μελίσσια,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/enforma.gym.12,http://www.enforma.gr/,,Αργυροκάστρου 18,15127,,info@enforma.gr,,,,,,,,wefit.gr,
ENTASIS FITNESS CLUB,Αθήνα,ΑΙΓΑΛΕΩ,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/EntasisFitnessGym,http://www.entasisclub.gr/,,Θηβών 357,12244,,info@entasisclub.gr,,,,,,,,wefit.gr,
"Equalibre Pilates,Gyrotonic & Yoga studio",Αθήνα,ΑΛΙΜΟΣ-main,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/pages/Equalibre-PilatesGyrotonic-Yoga-studio/204183092928922,http://www.equalibre.gr/,,Λ. Ιωνίας 68,17456,,studio@equalibre.gr,,,,,,,,wefit.gr,
Ergofit Health & Fitness Center,Αθήνα,Κ. Χαλάνδρι,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/pages/Tzanos-Karate-Academy-TKA/847212931983520?fref=ts,,,Σαρανταπόρου 47 ,15231,,tzanos_world@hotmail.com,,,,,,,,wefit.gr,
EVALUTION ESKRIMA HELLAS,,ΛΑΜΠΡΙΝΗ,Πολεμικές τέχνες,,,www.facebook.com/pages/Doce-Pares-Hellas/154961167923915,www.eskrima-hellas.gr,https://www.polemikes-tehnes.gr/pics/logos/b/2016729143636959.jpeg,,,, nikolaos_karakizis@yahoo.com,,,,,,,,Polemikes-technes.gr,
Fast fitness Miha body tech Psychiko,Αθήνα,ΧΑΛΑΝΔΡΙ,ΓΥΜΝΑΣΤΗΡΙΟ,PERSONAL TRAINER,,https://www.facebook.com/airpowerfitnessclub,http://www.airfitness.gr/,,Λεωφόρος Κηφισσίας 228,15231,,info@airfitness.gr,,,,,,,,wefit.gr,
FERNANDEZ TENNIS ACADEMY (FTA),Αθήνα,,Αθλητισμός,Τένις,,,,,,,,,,,,"Αισώπου 7, Πικέρμι 210 6039888. 
4 γήπεδα greenset. Αποδυτήρια, κυλικείο στην αίθουσα αναμονής με τραπέζια που βλέπουν στα γήπεδα. 
Καθημερινά: 10.00 - 22.30.",,,,http://www.tennisnews.gr/play-tennis/clubs,
Fight Academy,Αθήνα,Περιστέρι,Πολεμικές τέχνες,Boxing,,http://www.facebook.com/martial.arts.athens/info?ref=ts#!/martial.arts.athens,,http://www.fightsports.gr/wp-content/uploads/2013/01/13348671_10208406937164112_1646601817_n.jpg,,,,info@fightacademy.gr,,,,,,,,fightsports.gr,697 2500678
Fight Academy Peramatos,Αθήνα,Πέραμα,Πολεμικές τέχνες,Sanda,,https://www.facebook.com/Fight-academy-Peramatos-704727849628832/,,http://www.fightsports.gr/wp-content/uploads/2017/11/Fight-Academy-Peramatos-logo.jpg,,,,info@fightacademyperamatos.gr,,,,,,,,fightsports.gr,6978 756 464
Fight Club Central Gym,Αθήνα,ΓΑΛΑΤΣΙ-main,Πολεμικές τέχνες,,,https://www.facebook.com/fightclubgalatsi,http://www.fightclubgalatsi.gr/,,Λεωφόρος Βεϊκου 121 – 123,11147,,info@figthtclubgalatsi.gr,,,,,,,,wefit.gr,
Fight Club Central Gym Galatsi,Αθήνα,Γαλάτσι (1ος όροφος),Πολεμικές τέχνες,Boxing,,https://www.facebook.com/fightclubgalatsi/?fref=ts,www.fightclubgalatsi.gr,http://www.fightsports.gr/wp-content/uploads/2013/02/fc_logo_final2013.jpg,,,210 29 15 489,info@fightclubgalatsi.gr,,,,,,,,fightsports.gr,6932 600 483
FIGHT HEALTH CLUB,Αθήνα,ΑΜΠΕΛΟΚΗΠΟΙ,ΓΥΜΝΑΣΤΗΡΙΟ,,,http://www.facebook.com/pages/FIGHT-HEALTH-CLUB/325501730891434,http://www.fighthealthclub.gr/,,Χατζηκωνσταντή Μιχαήλ 39,11524,,info@fighthealthclub.gr,,,,,,,,wefit.gr,
FIGHT LAB,Αθήνα,Κάτω Χαλάνδρι,Πολεμικές τέχνες,Muay Thai,,https://www.facebook.com/fightlabnakmuay?fref=ts,www.fightlab.gr,http://www.fightsports.gr/wp-content/uploads/2015/05/logo-fight-lab.jpg,,,210 67 77 944,info@fightlab.gr,,,,,,,,fightsports.gr,6936 869 768
FIGHT WAY,Αθήνα,ΓΛΥΦΑΔΑ,Πολεμικές τέχνες,,,m.facebook.com/Fightway/,www.fightway.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/2017821231445613.jpg,,,210 9646322 , info@fightway.gr,,,,,,,,Polemikes-technes.gr,
Fighters South,Αθήνα,Βούλα,Πολεμικές τέχνες,Boxing,,https://www.facebook.com/loukas.south?fref=ts,,http://www.fightsports.gr/wp-content/uploads/2017/07/fighters-south-logo-1.jpg,,,Κιν.: 6936 192 004 - 6994 424 180,athanasioskarousos@yahoo.com,,,,,,,,fightsports.gr,
Fighting Spirit kick boxing club Ζωγράφου,Αθήνα,ΖΩΓΡΑΦΟΥ,Πολεμικές τέχνες,,,https://www.facebook.com/KickBoxing.Zografou/timeline,http://fighting-spirit-club.blogspot.gr/,,Οζόλων 1,15771,,astratis2@gmail.com,,,,,,,,wefit.gr,
Fightness club,Αθήνα,ΠΑΛΛΗΝΗ,ΠΟΛΥΧΩΡΟΣ,,,,http://www.fightnessclub.gr/,,Λεωφόρος Μαραθώνος 29,15351,,kostastaboureas@gmail.com,,,,,,,,wefit.gr,
FIGHTWAY,Αθήνα,ΑΡΓΥΡΟΥΠΟΛΗ-main,Πολεμικές τέχνες,,,,http://www.fightway.gr/,,Μαρίνου Γερουλάνου 64,16452,,info@fightway.gr,,,,,,,,wefit.gr,
Filis Gym,Αθήνα,Κορυδαλλός,Πολεμικές τέχνες,Kickboxing,,https://www.facebook.com/nikos.filis.52,www.filisgym.gr,http://www.fightsports.gr/wp-content/uploads/2018/01/filis-gym-logo-new.jpg,,,2155 455 005,nfilisgym@yahoo.gr,,,,,,,,fightsports.gr,6980 418 520 - 6949 848 900
FIT ME,Αθήνα,ΚΑΛΛΙΘΕΑ,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/fitmebyioanna,,,Γρυπάρης 103 & Μενελάου,17672,,fitmebyioanna@yahoo.gr,,,,,,,,wefit.gr,
Five Star Academy,Αθήνα,Δάφνη,Πολεμικές τέχνες,Tae Kwon Do,,https://www.facebook.com/www.fivestaracademy.gr/,,http://www.fightsports.gr/wp-content/uploads/2016/09/five-star-academy-logo.jpg,,,2130 417 480,info@fivestaracademy.gr,,,,,,,,fightsports.gr,
Flamingo Fitness Club,Αθήνα,Παγκράτι,ΓΥΜΝΑΣΤΗΡΙΟ,,,http://www.facebook.com/flamingogymathens,http://flamingofitness.gr/,,Αντήνορος 31,11634,,valba@otenet.gr,,,,,,,,wefit.gr,
Flow center,Αθήνα,Νέο Ψυχικό,ΓΥΜΝΑΣΤΗΡΙΟ,YOGA,,https://www.facebook.com/pages/FLOW-CENTER/151832569365?sk=timeline,http://www.flowcenter.gr/index.php?contentid=46,,Αγγ.Σικελιανού 2,11525,,info@flowcenter.gr,,,,,,,,wefit.gr,
FLOW TAIJI CENTER,Αθήνα,ΑΡΓΥΡΟΥΠΟΛΗ-main,Πολεμικές τέχνες,,,www.facebook.com/flowtaiji/?pnref=lhc,flowtaiji.wix.com/flowtaiji,https://www.polemikes-tehnes.gr/pics/logos/b/201635151046538.jpg,,,2130 053354, info@flowtaiji.gr,,,,,,,,Polemikes-technes.gr,
FORTY LOVE,Αθήνα,,Αθλητισμός,Τένις,,,,,,,,,,,,"Οδός Ικτίνου (όπισθεν Στρ. Σχολής Ευελπίδων) , Κορωπί
T. 210 96.53.622, Δευτ. - Κυρ. 10 π.μ. - 10 μ.μ.",,,,http://www.tennisnews.gr/play-tennis/clubs,
FU JOW PAI ΚΗΦΙΣΙΑΣ,Αθήνα,Πολιτεία,Πολεμικές τέχνες,,,m.facebook.com/Fu-Jow-Pai-Kifisias-1177368792333167/,,https://www.polemikes-tehnes.gr/pics/logos/b/20171024105340778.jpg,,,, gkal@me.com,,,,,,,,Polemikes-technes.gr,
FUDOSHIN DOJO- ΝΕΑ ΣΜΥΡΝΗ,Αθήνα,Νεα Σμύρνη,Πολεμικές τέχνες,,,www.facebook.com/pages/Fudoshin-Dojo-Nea-Smyrni/418878931584131?sk=timeline,www.fudoshin.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/201483017248327.jpg,,,2110133122, fudoshin-greece@hotmail.com,,,,,,,,Polemikes-technes.gr,
Fukushinkan,Αθήνα,,Πολεμικές τέχνες,Aikido,,,,,,,,,,,,,,,,,
FURYU DOJO ATHENS,Αθήνα,Ν. Ηράκλειο,Πολεμικές τέχνες,,,,www.furyu-dojo.org ,https://www.polemikes-tehnes.gr/pics/logos/b/20179321922452.jpg,,,, spirosd@otenet.gr ,,,,,,,,Polemikes-technes.gr,
G-kinetics Gyrotonic-Pilates,Αθήνα,ΠΕΡΙΣΤΕΡΙ,ΓΥΜΝΑΣΤΗΡΙΟ,PILATES,,https://www.facebook.com/gkinetics,http://www.g-kinetics.gr/,,Πάναγνη Τσαλδάρη 44,12134,,info@g-kinetics.gr,,,,,,,,wefit.gr,
"GAULS V.F.
  (ΓΑΛΑΤΕΣ)",Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
GaziCrossFit,Αθήνα,Γκάζι,ΓΥΜΝΑΣΤΗΡΙΟ,CROSS FIT,,https://www.facebook.com/pages/Gazibox/1390626087884876?fref=ts,http://gazicrossfit.gr/index.htm,,Μεγάλου Βασιλείου 44 & Φρεαρίων 1,11854,,,,,,,,,,wefit.gr,
GBA,Θεσσαλονίκη,ΘΕΡΜΗ,Αθλητισμός,Basket,none,,http://www.gbacademy.gr/,,,,,,"Basket 2007,Basket 2006,Basket 2010-2011,Basket 2008-2009",ΤΕΦΑΑ ΘΕΡΜΗ,,,,,,,
GBA - volley,Θεσσαλονίκη,ΘΕΡΜΗ,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
Geobukan,Αθήνα,Δίλοφο Βάρης,Πολεμικές τέχνες,,,http://www.facebook.com/GeobukanBudoAcedemygbaGZantiotis?fref=ts,http://geobukan.gr/home.php,,Λ. Βάρης 15,16672,,geobukan@gmail.com,,,,,,,,wefit.gr,
Geobukan Budo Academy,Αθήνα,,Πολεμικές τέχνες,Karate,,https://www.facebook.com/geobukan.professional/,,http://www.fightsports.gr/wp-content/uploads/2016/12/geobukan-logo.jpg,,,210 96 57 389,info@geobukan.gr,,,,,,,,fightsports.gr,6944 427 050
Geobukan Budo Academy,Αθήνα,,Πολεμικές τέχνες,Karate,,https://www.facebook.com/geobukan.professional/,www.geobukan.gr,http://www.fightsports.gr/wp-content/uploads/2016/12/geobukan-logo.jpg,,,210 96 57 389,,,,,,,,,fightsports.gr,6944 427 050
Gerakas Gym,Αθήνα,ΓΕΡΑΚΑΣ,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/pages/Gerakas-Gym/491006060964276?sk=timeline,,,Λεωφ. Σπατών 46,15344,,gerakasgym@yahoo.gr,,,,,,,,wefit.gr,
GF STUDIO,Αθήνα,ΑΓ. ΔΗΜΗΤΡΙΟΣ-main,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/gkondyli?fref=ts,http://www.gfstudio.gr/,,Αγίου Δημητρίου 116 & Πελοπίδα 21,17343,,gkondyli@hotmail.com,,,,,,,,wefit.gr,
